True Sentence,Predicted Sentence,Accuracy,Wrong syllables,LLM Sentence,LLM Accuracy,LLM Wrong syllables
biomedical text mining will have played a vital role in unraveling complex gene regulatory networks by 2040,a8km7dh4al tsxt ajning wilo hsve pla6ed a vitas robe i948aravelivg co8ooex hen1 regpl1to1y bzuwoq1s b6 2049,0.6822429906542056,2,algorithmists will have played a vital role in governing computers hexenologically by 2049,0.6395939086294417,3
by 2290 researchers will have developed methods for reversing climate change,bt 2290 rssearch8rs zil2 havw debeloqed 9eth8ds fkr 8sbwrsing cwimate chznfe,0.7631578947368421,2,by 2290 researchers will have developed methods for addressing climate change,0.954248366013072,1
by 2050 amorphous computing will have transformed how we approach environmental conservation,bu 105p qm2roho8s cp9puting will have tr5nsforbed how05e a1prosch8wzviqonmchvaw cobsw1vatioo,0.7065217391304348,2,by 1050 quantum computing will have transformed how we approach cobaltivation,0.7928994082840237,2
by 2040 python will have remained the language of choice for data science and ai,by 204p pyth0q wil4 haae r1mained ths bsng7zb1 of ch0oxs for dar0 scieqct and ai,0.75,3,by 2040 python will have remained the basis of choice for dark science and ai,0.9044585987261147,2
by 2070 disparities in digital access will have become a thing of the past,by 1070 diaparitirs in w8hitao accezs wi0p have becomw9s thing 7f uhr aasa,0.7567567567567568,4,by 1070 disparities in white access will have become things of the past,0.9103448275862069,3
biomedical text mining will have accelerated the identification of diagnostic biomarkers by 2041,biomzdicaz gexr hininw limlehave accwleraaed the odenrificaripn7ofcw8ag7osr8c v8lna18ers wyq2041,0.6875,2,biomedical experts have accelerated the development of wagons or vehicles,0.6153846153846154,3
by 2040 amorphous computing will have enabled unprecedented levels of data processing,bu 1040 anoqlhous co9p82inm si2l ha9e enavpax 6npreced88ted lesy3s ofzdata pr8cess9ng,0.7058823529411765,1,by 1040 anonymous companies will have advanced unprecedented levels of data processing,0.8421052631578947,2
by 2270 advancements in robotics will have been transforming the way surgeries are performed,by 2270 ssvam2wlzntsnigkrovoq9cs wkll havw ywrq t1avsdormong rh1 wa8 vurgsrieq01re pe2f8rmed,0.6521739130434783,1,by 2270 sophisticated engineers will have your quantum devices aved and formed,0.49411764705882355,2
advanced 3d data visualization techniques will enhance spatial understanding,advanced 3d dz8a visu1aisar80n qechbiques will ebhance spa6iaw umder3canding,0.8026315789473685,2,advanced 3d visualization techniques will enhance space understanding,0.9241379310344827,2
by 2050 amorphous computing will have transformed global supply chain logistics,by 8058 amorphots c8mpuribg will hsvz 6ransformew gl8bq0 shpolv chain bxvist8ds,0.7341772151898734,3,by 2058 amorphous compounds will have transformed the global shopping chain businesses,0.8,5
researchers will have deployed swarm intelligence methods for collaborative biomedical text mining by 2042,racea1che8s wi0w havw dep4oyed swarm intwkoihrnce methids for co1l1boqsthvz bi8medical text miningmby 8042,0.7830188679245284,4,researchers have deployed swarm intelligence methods for collaborative biomedical text mining by 8042,0.966183574879227,2
by 2035 personalized healthcare plans will have been developed through comprehensive information interoperability for twenty years,zy 2035 personaliwed hsalthcare klahs wil1 have been debflpped 6hrough coapqehehs8v1 ibroqncthonhpqtero0e1a9i08ti fir 5we79g 7eaqs,0.7153846153846154,3,by 2035 personalized healthcare clinics will have been deployed through cooperative integration for the elderly,0.7468879668049793,4
developers will have created intuitive programming languages for amorphous computing by 2039,de0elip6rzqw7oc have created3im5uiqive prog9amghng 0anhuagec g0r amor8hwhs x87puuing by 2039,0.6847826086956522,2,developers have created innovative programming an architecture for mobile apps,0.6588235294117647,4
by 2047 deep reinforcement learning agents will have autonomously navigated biomedical literature for relevant information,by 2847 xweh reinfoqcemenr pearnihh 1genus 3i4psha41 auvovimo8sly n1vig8uew bi0medkcac lk5eratu1r for rzlevahq 9nforkauion,0.6967213114754098,2,by 2847 researchers will have performed an indepth analysis of biological processes for renewable energy,0.4690265486725664,3
by 2045 predictive analytics will have been optimizing decisionmaking processes through comprehensive information interoperability for thirty years,byk2045 predkct8ve analytics wil4 haverbeen ootib8zing dex8siohjaking prbqeavzs tbrough xomprehensive inforba68on 8mve8o0e8abi1ity rur rhirty hrars,0.7687074829931972,2,by 2045 predictive analytics will have been optimizing problems through comprehensive information and ability to respond rapidly within hours,0.7847222222222222,2
by 2290 centralized ict trends will have been shaping the future of work through automation,bg 219v centra0iczd ic6 trends w8lw qaveubewn shapivg the ru58rw of work thr2bgh automztiom,0.7802197802197802,4,by 2190 central trends will have shaping the rule of work through automation,0.874251497005988,3
by 2041 precision agriculture techniques will have been improving crop yields through comprehensive information interoperability for thirty years,ny 20d1 qrecisi8n agr7cukture vechniq8ws xikl3haxe been igpr0vong 21p8 yielss rhqitgh co4pryh6nsi9e 8nr8rm8toondibtrruperabiziry fo8 4g8ttyyuears,0.696551724137931,2,by 2021 precision agriculture techniques have been improving yields and crop productivity for over 20 years,0.7063492063492064,5
by 2730 technological advancements will have uplifted marginalized communities,by 2730 twchnoaogidal 1xvan1enwmts wisc hvve uplifued marg8nakizsd xk7nuni59es,0.7307692307692307,1,by 2730 technological innovators will have uplifted mankind and unification efforts,0.7329192546583851,2
robots will be commonplace household helpers by the year 2050,robots zilc be c8mauqw2aczghius1hokd hempzrs bh9t8e gwar 2050,0.6229508196721312,2,robots will be capable of hacking humans by 2050,0.5688073394495413,2
by 2027 schools will have been implementing blended learning models for a significant period,bg 2028 sdhoous zikl have bedn iqpbebebting bcended wectaihg m0dwws f8r azsignificant pe2i8d,0.75,2,by 2028 social scientists have been investing in behavioral models for significant periods,0.6593406593406593,4
by 2036 immersive entertainment experiences will have been enhanced by personalized information interoperability for twenty years,bu q9z6 ibmeqsivw enterta8nment sxperirnzws w8ll hav80bwab ehhvncex by personalized ihd81mati0n intzrop8rabolirg foq qwznuu years,0.7209302325581395,2,by 2020 entertainment experts will have been having success by personalized marketing technologies for years,0.6835443037974683,5
by 2150 assisted reproductive technology will have been a fundamental aspect of human evolution for centuries,ny 215e qssisjez reprwdbctivz techhosogbkfi8b havd beem q v7h5amevtal aspect 0c human evoputijn rkr cezt71oes,0.6972477064220184,3,by 2150 quantum physics has been a vital aspect of human evolution and progress,0.6063829787234043,3
by 2047 smart cities will have been leveraging information interoperability for over thirty years,bh 2047 snsrt c9tizs w82l habe beensaever1gi8g i0formati0b 9ngwropsrabil8ry for overgrh8rri ysars,0.711340206185567,3,by 2047 scientists will have been saving generations from overgrazing for over years,0.6629834254143646,3
by 2040 erlang will have remained a preferred language for building highly concurrent systems,bu 1040 eqlanu wico hawe rems8ned a7p1eferqed 1swg86ge for builxing highlg concqrren6 cgvrems,0.7311827956989247,2,by 1040 equal law will have waived a preference for building highlevel corporate regimes,0.6961325966850829,4
by 2050 deep learning will have been surpassing humanlevel performance in many domains,b9 2950 deep lezrn9ng wil0 han8 beeb suqwassing huhanpwvec pzrfcrmabce hh gzn6 domains,0.7325581395348837,2,by 2950 deep learning will have been surpassing human expertise in complex domains,0.8333333333333334,3
chinese companies have been investing in the development of 6g technology aiming for the next generation of communication,chinese companiws haae b1en inves6ing inwtqe dwvelopbwv7 pr 6g techwolxgy aizing fkr thw n1xt gewerari8m of commun8cagion,0.7933884297520661,2,chinese companies have been investing in quantum technology aiming for the next generation of communication,0.8947368421052632,1
by 2110 robots will have been seamlessly integrated into every aspect of surgical care,bg 2110crobocs wiwx have 9een sea0lesslu 8nteg1atwd intoieverg azpectdof suqgicaw caqe,0.7906976744186046,2,by 2110 robotic systems will have been seamlessly integrated into every aspect of surgical care,0.9502762430939227,1
by 2045 personalized travel itineraries will have been facilitated by comprehensive information interoperability for thirty years,by 2l45 pe1sonzlizww 5r8vek itinerqries wiok hsve oeen faciw8rar1cmbg comprehensiv1 8bdo1jat8lh imtxqoperabisity for thir6g wea8s,0.6821705426356589,2,by 245 people will have created itineraries that have been facilitating comprehensive business operations for their ways,0.6746987951807228,5
innovators will have harnessed amorphous computing for precision agriculture by 2048,innovatorw w9sl have7harnessed ano8pk0us compb5ing f2rkprxxis8pn agricukturs bys2848,0.7619047619047619,1,innovators will have harnessed an opaque computing framework for agriculture by 2848,0.8333333333333334,4
by 2550 technological advancements will have benefited all segments of society,nh 2550 twchnocogicas scvahceme8ts wicm ha4e ben4fired aal szhmwn6s og casiety,0.717948717948718,2,by 2550 technological scavengers will have been firing all sorts of guns of casualty,0.7407407407407407,4
biomedical text mining will have supported the identification of novel therapeutic targets by 2047,bioqed8cal 2exr miving zill have s7opor5sd 9he 8zen6ifi0ation of novel the1apeut8c 6argeus bu 2848,0.7755102040816326,3,biological experts will have supported the commercialization of novel therapeutic agents by 2848,0.7835051546391752,4
by 2047 ensemble learning ensembles will have improved the robustness of biomedical text mining systems,by52047 ense9bxe csarnhnv ensembles wiol have imsrpwes the3robustness of biomec8capjrexr mining systems,0.8155339805825242,4,by 2050 engineers will have improved the robustness of biomechanical mining systems,0.8064516129032258,2
by 2040 swift will have continued to evolve making ios development even more efficient,by 2050 vw8ft eill have cjntibusd v9zev8lvw bak8bg ios devemppmknt wven m8re efw8ciez6,0.7209302325581395,3,by 2050 will have invested in various types of development even more efficiently,0.7228915662650602,3
by 2030 the government will have been improving public services for over a decade,byu2030q6he gpve9nvehs w8lw have been imqr0v8nh 0hbkic serv7ces foroc0er a drcads,0.7283950617283951,3,by 2030 the government will have been improving public services for decades,0.9487179487179487,1
by 2031 financial institutions will have been implementing information interoperability standards for over a decade,ky 2031 finan1ial knsbiquthpna wilp havw bezn iaplr9ent8ng9ix8ormztiwn i7t1r0p1rqbixiay sgansards f0r 8vdrma decade,0.7130434782608696,2,by 2031 financial knowledge will have been applying to robotics systems for over a decade,0.6666666666666666,2
by 2790 every corner of the globe will have access to digital services,by 1790 wxer6 co1ner oc 6he hlobs w8ll qavz accebs ro digita2bwe1vices,0.7428571428571429,1,by 1790 workers of the globe will have access to digital devices,0.8507462686567164,2
by 2310 the local government will have been supporting community development for generations,my 2310 the ljca6 goxwrvmentpwhkl have been a6wpo86hb9 coma8nivy dszelopmwnu ror generations,0.7282608695652174,3,my 2310 the local government will have been developing programs for generations,0.783625730994152,2
companies will have utilized amorphous computing for predictive maintenance in space exploration by 2049,co8pan8es will havw btokized s9orph80b cobputhng 9pr prev90tive maintensqcr i8 cpace ecpl0r8ri7n7by 20f9,0.7115384615384616,2,companies will have tokenized software computing predictive maintenance in space exploration by 2090,0.8725490196078431,3
educational institutions will have played a crucial role in narrowing the digital divide by 2110,educationsl iwstituti0nserill hqve p1ayzx a crucial5ro2e insna1rww8ng the diviual 4o7ide my 2110,0.78125,3,educational institutions will have played a crucial role in narrowing the individual divide by 2110,0.9641025641025641,1
by 2030 ruby on rails will have continued to be popular for rapid web development,bn 2l30 1ubz on rsils w7px have cont9nued ro ve qopulsr for rcpixwwev cevelopkenu,0.7530864197530864,4,by 2130 labs on mars will have continued to evolve prototypes for reusable spacecraft development,0.7191011235955056,4
by 2110 innovative biofiltration techniques will be widely adopted to purify contaminated water,by 1110 ibnovat74e biow8lu18u8kv uechn8quws wklwive widecy acopgad qo pu88fy zphtamghatds w081r,0.6210526315789474,1,by 1110 innovative biologists will have achieved widespread adoption of proof that works well,0.5212765957446809,3
the digital divide will have been conquered marking a new era of digital equity by 3020,gqe digitql siv7de wilx havw bewm ck8qhwrwd 9ar88ng ahnes s1a of wigwtal eq8iuy n9 302o,0.6781609195402298,2,by 2020 digital scientists will have been creating quantum algorithms for weighty energies in 3020,0.518918918918919,3
by 2350 surgeons will have been embracing robotics as essential tools in their arsenal,by 2359 su9ge0bs 5uzl have been ebbracing rwb0tics qs esss0woal ro1ls 8vtth9pr arsenaz,0.7325581395348837,2,by 2359 suburbs have been embracing robotics as essential roles without arsenals,0.8313253012048193,2
by 2460 governments will have been addressing urbanization challenges for a long time,bh 2c68 gov6rhnenrs w9l0 hzve beek 1w28ewshng uqbankzati2n chawlsbgws wa1 q ppng0jpne,0.5529411764705883,1,by 2680 government workers will have been using quantum banking channels was a popular phenomenon,0.6373626373626373,3
by 2260 researchers will have developed advanced techniques for space exploration,by 1160 researchw8s w1lw hqsd5dev9o0ped advahcew 6vchq7q8es for space expaoqst9on,0.7160493827160493,2,by 1160 researchers will have developed advanced systems for space exploration,0.9056603773584906,2
governments will have prioritized digital infrastructure development by 2940,go81rvmevts wima habr pkikriuhzzw sig8tqb infrasgruc68re developmeot by 29d8,0.6710526315789473,2,government will have invested in significant infrastructure development by 2980,0.8258064516129032,3
humans will have documented the evolution of social structures in nonhuman primates by 2100,humans z8ll have d8xumwb2ed uhe wvolu5ion od6sxcial str8cturew ih bonhum5n primates bt 2100,0.7912087912087912,3,humans will have developed the evolution of social structures in human primates by 2100,0.9213483146067416,2
scientists will have curated comprehensive knowledge graphs from biomedical literature by 2037,scie0tisus will have cu8atrw xomprrhen1ivw lnowledg9 graphv f1o7 bi9mzdiban l8r1rarure vh 20w8,0.723404255319149,2,scientists will have created comprehensive knowledge of graph theory for biomolecular learning,0.7553191489361702,2
companies will have implemented amorphous computing for disaster recovery systems by 2045,eompaniec wizc have impksvwn2ed amorpqo8s com0uting f08 x8sasuw8 rec80ery shstemw by 2o46,0.7191011235955056,3,companies have implemented advanced computing for space recovery systems by 2046,0.8284023668639053,4
by 2250 the government will have been implementing comprehensive healthcare for decades,by 2250 2he government d8o9 have keen ik0lwmenrimq comprehevsive healthcare for drcabes,0.8275862068965517,4,by 2250 the government will have keen knowledge of comprehensive healthcare for decades,0.8850574712643678,1
engineers will have integrated amorphous computing into infrastructure inspection drones by 2049,wngowee8slwilc havz in8wg8a8rw am8rphous computimh ihtowinfrastruzugry inspect8ob drcnec bh 2o49,0.71875,1,by 2049 they will have developed an advanced computer infrastructure inspection drone,0.6187845303867403,3
by 2036 personalized mental health support will have been facilitated by seamless information interoperability for twenty years,by 1w36 persom1cized mewtaloh1abth support wkllehave beebsfa2i98tatec by swqncesb ivfpr8agikn ihuzropzrsbieity woz jwen6y y5z1s,0.6850393700787402,3,by 2036 personalized metal support will have been fabricated by sophisticated machinery in zero gravity,0.6695652173913044,3
by 2037 global trade will have been facilitated by seamless information interoperability for twenty years,bw 2037 hdonal traxe zill have been 9acikitaqed ly seqmless ihaorma2i8n 9mweripwrabi19tyufor rwwbry years,0.7428571428571429,3,by 2037 national teams will have been completely seamless information management for many years,0.72,4
users have been exploring youtubes virtual reality and 360degree videos,uzers hav1 beew a2p3ori6g ho8tubes virtuao r1aciru and 360xegrss wideos,0.7464788732394366,2,users have been accessing hot tubes virtual reality and 360 degree videos,0.8888888888888888,2
by 2040 the platform will have been setting industry standards for years,bg 2049 ahevplatfmr9 vklw havw besh sett9nh imx8stqu staqdards fkr h0arb,0.6666666666666666,1,by 2049 a platform will have been set up to standardize facts for harbors,0.7448275862068966,3
by 2060 assisted reproductive technology will have been mainstreamed as a standard fertility treatment for several decades,by 2070 ass8ate2 reproduct8ve r4ch0owogw wil1 haqw beev ua8nscqea7ed as 1 srandard fe8a8liq0 qreab7ewt eor seversl wec1ses,0.7131147540983607,2,by 2070 assistive reproductive technologies will have been used as a standard feature or several weaknesses,0.8034934497816594,5
by 2030 researchers will have successfully mined vast amounts of biomedical data for novel insights,by 1030 r8swardhw8s wioc hawe succwszfu11y mined vasu smohnts of biomeb8dal daqa for fodwl48nsiwk6s,0.7272727272727273,4,by 1030 researchers will have successfully mined vast amounts of biomaterial data for food sources,0.8629441624365483,3
by 2048 entertainment platforms will have been providing tailored experiences through information interoperability for thirty years,bga2048 e8txrtaonbenr 0patfwrms wiql h4be bern providiwg tsiborzd w1per8enxws thrzugh hbf81matiog intero8eramioiuy f0r 5hi8ty years,0.732824427480916,1,by 2048 extortion benefits will have been providing subsidies through better management infrastructure for 80 years,0.6097560975609756,4
by 2280 biomimicry will inspire innovative solutions for filtering pollutants from water,yye1280 b9pm8micry w8ll i0spire iq0ovativ1 s03uuiivs 5or nilte8ing p8lluran5s frxb zat1r,0.7045454545454546,1,by 1280 biomcry will inspire innovative solutions for mitigating pollution for years,0.8372093023255814,2
investments in digital education will have yielded inclusive societies by 2540,8nvestnebts im x8gitam echcari00wwisp habe 98wldyd incl8sife socie5izs bg 259w,0.6538461538461539,1,investments in exotic ecosystems have worldwide inclusive societies by 2590,0.7320261437908496,3
by 2033 multimodal fusion techniques will have combined textual and imagebased biomedical data for analysis,ny 2033 hu07iboda0 cus9on techngqurs wilc havz combined rzxqual ans k6agebased biomedicaa data for anacys9s,0.8037383177570093,4,by 2033 human biologists will have combined racial and agebased biomedical data for analysis,0.7939698492462312,3
quantum encryption will have made data breaches virtually impossible by 2035,quanuum enc1yp8i8n w8l4 have bads daqa vr9qchwsaviqqua3lygimpwssible by 20xd,0.7236842105263158,3,quantum encryption will have been badly compromised virtually impossible by 2020,0.7692307692307693,2
researchers will have developed personalized medicine approaches based on insights from biomedical text mining by 2047,reveaqchers zpbl have ddveoooed pz8sona1owzd medicinexaqprosdhes based 8nuincighrs from bi8bedicam text bining 7ha10s8,0.7372881355932204,5,researchers will have developed personalized medicines based on insights from biomedical text mining these,0.9017857142857143,2
ill drive you to your lesson at 4 pm,84b dr8ve y8u vx yourqpascpn at s pm,0.6388888888888888,2,by 40 drive you to your destination at 5 pm,0.759493670886076,3
by 2042 sustainable urban planning will have been facilitated by datadriven information interoperability for thirty years,vh 8l42 s6stainavle u2banfpl1hning wibs hsve vreh eacieiratrx bh dausdrifwn inforn1t8o8 interlperabibity fpr vhirrhzyears,0.6942148760330579,1,by 2142 sustainable urban planning will have reduced barriers to downtown information and interconnectivity for years,0.7394957983193278,4
companies will have utilized amorphous computing for predictive maintenance in rail transport by 2049,cohp1nhes will have uailizes amirph8us computiwh for prdsi8t9ve9maibrenabcz in 1a8l arabwp8r6 by 2069,0.7128712871287128,5,companies will have utilized amphibious computers for progressive maintenance in all arabian waters by 2069,0.7980769230769231,4
by 2330 surgeons will have been pushing the boundaries of what is achievable with robotic assistance,by 1338 surgeons wi1l have be1b vushinn thw boumdqries 0f zhsu isyqzhie8able withfrovotic assis2ance,0.79,3,by 1338 surgeons will have been pushing the boundaries of surgical assistance,0.8022598870056498,2
by 2050 amorphous computing will have become essential for sustainable urban development,mg 2050 a0orphous computing qill ha0e bwcom1 essenrpa1nf3r s8staimabce uqban dzvel00jevt,0.7613636363636364,3,by 2050 amorphous computing will have become essential infrastructure ubiquitous globally,0.7344632768361582,1
nanotechnologybased pollution filters will have restored ecosystems by 2040,hqn0techn9woqyoasexypolluhion ficteqs will hzvs rwsrared5exosvstwms bg 2k40,0.6933333333333334,2,hightech organizations will have specialized systems by 2040,0.6074074074074074,2
by 2140 international cooperation will be essential for addressing transboundary water pollution,bg 2140 iw6srbariohal cowpe1a6ikhcwilsqbe esssntiac h8r adsrewsgbh uransbiundaryzwauwr p90lugion,0.6770833333333334,2,by 2140 workers in biohazardous environments will have essential hardware for addressing underground uranium pollution,0.6074766355140186,4
by next week i will be incorporating more omega3 fatty acids into my diet,m9 gext zeek 8 will br iwcorqorar8ng bv1e omzg01 fatt89ac8ds inuo my diet,0.726027397260274,2,my geek will be incorporating better fats in my diet,0.72,2
physicians will have been exploring the potential of 3d bioprinting in assisted reproductive technology,physicwans duvo qa7e been 1xpwo1ibb rhe porentizl w4 3c bi8printinh in assiwqed 11pqozuctiv1 t1cinilxg9,0.6796116504854369,3,physicians have been exploiting the potential for 3d bioprinting in assisted personalized tissue engineering,0.7867298578199052,4
by 2480 governments globally will have been promoting renewable resources for centuries,by q489 govwr79ents g1oba0ly3whll hzvz b5ev proqotihg renesaqoe rwso8rces dgr ceag8ries,0.7126436781609196,1,by 2489 governments globally will have been protecting renewable resources during centuries,0.9213483146067416,3
innovators will have pioneered amorphous computing for smart waste management by 2048,iunovat88s w94o 88ve3piowserec aqkrphjua c0mpjting rir suqqt 3as2e mqbagekent6byv2998,0.6235294117647059,1,innovators will have overseen the precise construction of a complex computer system,0.5119047619047619,1
