True Sentence,Predicted Sentence,Accuracy,Wrong syllables,LLM Sentence,LLM Accuracy,LLM Wrong syllables
builders have implemented strategies for minimizing construction waste and promoting recycling,builders?have?implemented?strategies?for?minimizing?xonstruction?waste?and?promoting?recyxling,0.9787234042553192,2,builders have implemented strategies for minimizing construction waste and promoting recycling,1.0,0
by next year the website will have launched a mobileresponsive design,by?next?year?the?website?will?have?launched?a?mobileresponsive?design,1.0,0,by next year the website will have launched a mobile responsive design,0.9928057553956835,1
white hat hackers are conducting vulnerability assessments on internetfacing systems,white?hat?hackers?are?conducting?vulnerability?assessments?on?internetfaxing?systems,0.988095238095238,1,white hat hackers are conducting vulnerability assessments on internet faxing systems,0.9822485207100592,1
in the next millennium the history of surgery will have been defined by the rise of robotics,in?the?next?millennium?the?history?of?surgery?will?have?been?defined?ny?the?rise?of?robotics,0.9891304347826086,1,in the next millennium the history of surgery will have been defined by the rise of robotics,1.0,0
ethical hackers are assessing the security of networkconnected energy infrastructure,ethical?haxkers?are?assessing?the?sexurity?of?networkconnexted?energy?infrastructure,0.9642857142857144,3,ethical hackers are assessing the security of network connected energy infrastructure,0.9940828402366864,1
freight companies will use autonomous trucks for longhaul transport,freight?companies?will?use?autonomous?trucks?for?longhauldtransport,0.9850746268656716,1,freight companies will use autonomous trucks for long haul transport,0.9925925925925926,1
he expressed gratitude for his friends kindness,he?expressed?gratitude?for?his?friends?kindness,1.0,0,he expressed gratitude for his friends kindness,1.0,0
penetration testing will help organizations prioritize security investments,penetration?testing?will?help?organizations?prioritize?security?investments,1.0,0,penetration testing will help organizations prioritize security investments,1.0,0
my father will go to california,my?father?will?go?to?california,1.0,0,my father will go to california,1.0,0
they aspire to market innovation,they?aspire?to?market?innovation,1.0,0,they aspire to market innovation,1.0,0
we visited a botanical garden and admired the exotic plants,we?visited?a?botanical?garden?and?admired?the?exotic?plants,1.0,0,we visited a botanical garden and admired the exotic plants,1.0,0
bangladeshi culinary creativity will flourish,bangladeshi?culinary?xreativity?will?flourish,0.9777777777777776,1,bangladeshi culinary creativity will flourish,1.0,0
the mosques architecture combined elements of different islamic traditions,the?mosques?arxhitecture?combinedtelements?of?different?islamic?traditions,0.972972972972973,2,the mosques architecture combined elements of different islamic traditions,1.0,0
bangladeshi traders embrace ecommerce platforms,bangladeshi?traders?embrace?ecommerxe?platforms,0.9787234042553192,1,bangladeshi traders embrace ecommerce platforms,1.0,0
the motorcycle crashed into a ditch,the?motorcycle?crashed0into?a?ditch,0.9714285714285714,1,the motorcycle crashed into a ditch,1.0,0
ethical hackers are assessing the security of networkconnected transportation systems,ethical?hackers?are?assessing0the?security?of?networkconnected?transportation?systems,0.9882352941176472,1,ethical hackers are assessing the security of network connected transportation systems,0.9941520467836257,1
incident response teams are conducting postmortem analysis of security incidents,incident?response?teams?are?conducting?postmortem?analysis?of?security?incidents,1.0,0,incident response teams are conducting postmortem analysis of security incidents,1.0,0
the global community will have achieved digital equality by 2160,the?global?community?will?have?achieved?digital3equality?by?2160,0.984375,1,the global community will have achieved digital equality by 2160,1.0,0
he dove to retrieve a low shot but it was just out of reach,he?dove?to5retrieve?a?low?shot?but?it?was?just?out?of?reach,0.9830508474576272,1,he dove to retrieve a low shot but it was just out of reach,1.0,0
in recent times women have been at the forefront of scientific discoveries and breakthroughs,in?recent?times?women?havewbeen?at?the?forefront?of?scientific?discoveries?and?breakthroughs,0.9891304347826086,1,in recent times women have been at the forefront of scientific discoveries and breakthroughs,1.0,0
biometric authentication will safeguard online accounts from unauthorized access,biometric?authentication?will?safeguard?online?axcounts?from?unauthorized?acxess,0.975,2,biometric authentication will safeguard online accounts from unauthorized access,1.0,0
the children played in the park and had a great time,the?children?played?in?the?park?and?had?a?great?time,1.0,0,the children played in the park and had a great time,1.0,0
he completed his homework before bedtime,he?completed?his?homework?before?nedtime,0.975,1,he completed his homework before night,0.8717948717948718,1
he completed a painting and sold it to a collector,he?xompleted?a?painting?and?sold?it?to?a?collector,0.98,1,he completed a painting and sold it to a collector,1.0,0
she served with precision and accuracy acing her opponent,she?served?with?precision?and?axcuracy?acibg?her?opponent,0.9649122807017544,2,she served with precision and accuracy against her opponent,0.9482758620689655,1
the volunteers cleaned up a beach and collected litter,the?volunteers?cleaned?up?a?beach?andwcollexted?litter,0.9629629629629628,2,the volunteers cleaned up a beach and collected litter,1.0,0
the fishermen had hooked a large grouper during their deepsea fishing trip,the?fishermen?had?hooked?a?large?grouper?during?their?deepsea?fishing?trip,1.0,0,the fishermen had hooked a large grouper during their deep sea fishing trip,0.9932885906040269,1
by 2050 amorphous computing will have transformed how we approach environmental conservation,by?2050?amorphous?xomputing?will?have?transformed?how?we?approach?environmental?conservation,0.9891304347826086,1,by 2050 amorphous xomputing will have transformed how we approach environmental conservation,0.9891304347826086,1
couples will have been seeking assisted reproductive technology options for fertility challenges for years,couples?will?have?been?seeking?assisted?reproductive?technology?options?for?fertility?challemges?for?years,0.9905660377358492,1,couples will have been seeking assisted reproductive technology options for fertility challenges,0.9504950495049505,1
he borrowed money from his retirement account,he?borrowed?momey?from?his?retirement?acxount,0.9555555555555556,2,he borrowed money from his retirement account,1.0,0
bangladeshs liberation symbolizes resilience,bangladeshs?liberation?symbolizes?resilience,1.0,0,bangladeshi liberation symbolizes resilience,0.9772727272727273,1
we went on a camping trip and roasted marshmallows over the fire,we?went?on?a?camping?trip?and?roasted7marshmallows?oner?the?fire,0.96875,2,we went on a camping trip and roasted 7 marshmallows on the fire,0.953125,2
it will be assisting in transportation infrastructure planning,it?will?be?assisting?inztransportation?infrastructure?planning,0.9838709677419356,1,it will be assisting in transportation infrastructure planning,1.0,0
astronauts train in zerogravity chambers to simulate the feeling of weightlessness in space,astronauts?train?in?zerogravity?chambers?to?simulate?ghe?feeling?of?weightlessness?in?space,0.989010989010989,1,astronauts train in zero gravity chambers to simulate the feeling of weightlessness in space,0.994535519125683,1
they will go to school,theynwill?go?to?school,0.9545454545454546,1,they will go to school,1.0,0
scientists will have integrated expert knowledge into automated biomedical text mining pipelines by 2035,scientists?will?have?integrated?expert?knowledge?into?automated?biomedical?text?mining?pipelines?by?2035,1.0,0,scientists will have integrated expert knowledge into automated biomedical text mining pipelines by 2035,1.0,0
it will be assisting in space exploration,it?will?be?assisting?in?space?exploration,1.0,0,it will be assisting in space exploration,1.0,0
he repaired the dent in the cars door,he?repaired?the?dent?in?the?cars?door,1.0,0,he repaired the dent in the cars door,1.0,0
voicecontrolled shopping interfaces will redefine convenience,voicecontrolled?shopping?interfaces?will?redefine?convenienxe,0.9836065573770492,1,voicecontrolled shopping interfaces will redefine convenience,1.0,0
chefs are experimenting with molecular gastronomy techniques for unique textures and flavors,chefs?are?experimenting?with?molexular?gastronomy?techniques?for?unique?textures?and?flavors,0.9891304347826086,1,chefs are experimenting with molecular gastronomy techniques for unique textures and flavors,1.0,0
women in stem have actively engaged in the exploration of space contributing to space missions,women?in?stem?have?actively?engaged?in?the?exploration?of?space?contribuging?to?space?missions,0.9893617021276596,1,women in stem have actively engaged in the exploration of space contributing to space missions,1.0,0
she has been organizing virtual meetups on facebook,she?has?been?organizing?virtual?meegups?on?facebook,0.9803921568627452,1,she has been organizing virtual meetups on facebook,1.0,0
climate adaptation measures will become increasingly important for communities,xlimate?adaptation?measures?will?become?inxreasingly?important?for?communigies,0.9615384615384616,3,climate adaptation measures will become increasingly important for communications,0.9685534591194969,1
crossvalidation assesses model performance across different subsets of the data,xrossvalidation?assesses?model?performance?across?different?subsets?of?the?data,0.9873417721518988,1,xrossvalidation assesses model performance across different subsets of the data,0.9873417721518988,1
tomorrow i will be teaching a new lesson on mathematics,tomorrow?i?will?ne?geaching?a?new?lesson?on?mathematics,0.9636363636363636,2,tomorrow i will negeaching a new lesson on mathematics,0.9541284403669725,1
bangladeshi culture will be celebrated worldwide,bamgladeshi?culture?will?be?celebrated?worldwide,0.9791666666666666,1,bangladeshi culture will be celebrated worldwide,1.0,0
the achievements of women in stem have fostered a more diverse and inclusive scientific community,thelachievements?of?women?in?stemfhave?fostered?a?more?diverse?and?inxlusive?sxientific?community,0.9587628865979382,4,theachievements of women in stem have fostered a more diverse and inclusive scientific community,0.9948186528497409,1
over the past decade women have contributed to the development of advanced robotics for medical applications,over?the?past?decade?women?have?contrinuted?to?the?development?of?adnanced?robotics?for?medical?applications,0.9814814814814816,2,over the past decade women have contributed to the development of advanced robotics for medical applications,1.0,0
she traveled to japan and immersed herself in the culture of kyoto,she?traveled?to?japan?and?immersed?herself?in?the?culture?of?kyoto,1.0,0,she traveled to japan and immersed herself in the culture of kyoto,1.0,0
