True Sentence,Predicted Sentence,Accuracy,Wrong syllables
by next semester the platform will have been incorporating virtual field trips,bysnext semester the 8latfor9jwill have bewn izporporating vh1tual fieldotrips,0.8717948717948718,3
they had enjoyed a seafood platter with crab legs shrimp and oysters,they hqd rn8oyed a seafood pkatter wirh 1rab oegs hhrimp and oysters,0.8823529411764706,2
they were discussing the relevance of a classic novel in modern society,thrg zere eiscussing cke r1lexance of a clsss8c noveltin mo4ern society,0.8309859154929577,2
the algorithm has been prioritizing highquality and engaging content,yhe alhorithm jaa been prioritizing highquality anc engavo8g conteng,0.8676470588235294,2
the historic town of safranbolu is known for its wellpreserved ottoman architecture,the hisuoric town or ssfranb0lu iw kb0wn forxits wellpreser7ed ottoman 1rchitectoqe,0.8554216867469879,3
people have been experimenting with different reading formats such as graphic novels and digital storytelling,people ha9e been experimemvung w7uh s8fferenu reaeing formats such as graphic novw0s and digital storywell8n9,0.8623853211009175,4
they had been lounging on the sundrenched beach soaking up the rays,thew had been b0ungpng 0n the sund8enche2 beaxh soaki9g up rhe rays,0.8507462686567164,4
it will be assisting in wildlife conservation efforts,it wilk bepassist8ng8in sicdo9ne donserzv9ion 0yforts,0.7358490566037735,1
the players had competed with determination and sportsmanship,the players had competed zith deteqminati8nyand sportsmanship,0.9344262295081968,1
subsea cables will connect continents for global communication,subwea caboas qilo cknnect continents for gqonal c8mmubication,0.8387096774193549,2
the pyramids construction employed a workforce of skilled craftsmen,uhe pgrsmids xnnst1uctioqcemployed a wirkfo8ce 8f s9ilwed cradts9en,0.7761194029850746,2
it will be providing valuable insights,it will be 0rkvuding vabuable insights,0.8947368421052632,1
advancements in energyefficient building materials have improved insulation and reduced energy consumption,advavcem84ts ib energyeff8ci1nt building mater8acs ha5w hmproved insulatj9n and reduced energw do9su9pt8on,0.7830188679245284,3
environmental chemists are developing methods for water purification,ehvironme7ual chem9srs are dwvelopinglmeghods f9r wayer pbrificauiiv,0.7941176470588235,2
governments have implemented incentives for the installation of residential solar panels,gove1nmentsphaveu9m8lem4nted ivxenthxes6for the ibstallatioh of 1esjdentiaw solar panews,0.8068181818181818,4
many medical professionals have utilized vr for surgical training enhancing precision and expertise,many medocal prkfesziohals6have uticizwd vr for zurgixal trqining rnhanchn5 pqecisnok and expertisw,0.8282828282828283,3
biomedical text mining will have contributed to the identification of disease subtypes by 2043,bgomedical tewt mhling cil0 have5cobtribntwd to the identiwhcqtion ofmdisease 1ubthpks ny 2w43,0.7978723404255319,2
scientists will have integrated multimodal data sources into biomedical text mining frameworks by 2032,slientiqts wkml have integrates bultimodal data skwrcew into biomydixak text m9ning frameworos by 1932,0.8431372549019608,6
in the upcoming weeks i will be mindful of balancing my macronutrient intake,in 6hezupcpming wesks i wilk be mindful jf balanc6n5 my 0axro8uuriebr intq9e,0.7894736842105263,4
peace education programs have been continuously promoting understanding and empathy,peace ewu0atioq programs havedbren9continuo8sly promogi7g understanding ahv empathy,0.8674698795180723,3
he had savored a fishermans stew with a tomato and herb broth,be had savkredca foshermans stew 8ith a tomato ahdjherb broth,0.8852459016393442,4
we had downloaded the necessary drivers before connecting the printer,we haw downlpaxec the he2essary drivers before comnecuhng yhr printer,0.8405797101449275,3
deep learning for emotion recognition involves models that classify emotional states based on facial expressions,dew0 bearnong for ymotion3recogn8tiov unvolves midels ghat classifwazm0tgonal statez bawedjon fac9al8wxprsssions,0.7946428571428571,2
mma legends are leaving a lasting impact on the sports history,mma legends9are lea78nh9a lastiag 9mpacu on theosports history,0.8548387096774194,2
ethical hackers will conduct red team exercises to test incident response,4thicao haclers sill 0pnd8ctyred team exercises to tesg incisent respunse,0.8493150684931506,2
scientists are researching ways to improve the accuracy of diagnostic tests,sc8engists are researching ways to improve the ascuracg of diagnostic tests,0.9466666666666667,2
by 2045 the platform will have been evolving to meet new challenges for decades,ny 2048 the platform wixl hsve bren edpl8hng to meet nzw challeng1s fcr decades,0.8481012658227848,3
it will be assisting in transportation infrastructure planning,it winl be 6ssisting in transportation invrasaructure plabn9ng,0.9032258064516129,3
iot sensors will monitor environmental conditions in stores,ior sensorsmwill mjvkgor enxi88b9ental donsitkonz in stores,0.711864406779661,1
by 2890 the digital divide will have been eradicated globally,by 2890 thy dig8tal dixide wi0l have been8eradicaaed gcobally,0.8852459016393442,2
before the fog settled in the sun had been casting long shadows across the valley,before the f0g semtlad in the sun had been castinhrlonh shadkws acrozs thr valleg,0.8765432098765432,2
efforts to eliminate genderbased violence in conflict zones have been ongoing,effjrtsito eliminate g5nderbased xikbence in confoicq wones habr been omgoing,0.8441558441558441,4
technology plays a significant role in the learning process in foreign institutions,techn9logy p9ays a sigbifieant role i7vthe learbhhg pq0crzs in foreign ivsuirutions,0.8072289156626506,4
the industry has witnessed the growth of esports coaching and training programs,the indyztrh has whtnessex thwfgrowth of 4sports xoaching ah4gtraining prog1ams,0.8354430379746836,3
by 2030 advancements in technology will have bridged the digital divide in urban areas,by 2030 qdba0cemenus iz technologg wiol5have br9dwed rhe digitao divide in 81nan q8eas,0.7906976744186046,2
culinary experts are exploring the use of edible insects for sustainable protein sources,culinary experts are ecpmoring the 8se cf e4ible inze9ts ror0sustainaboe protw8h sources,0.8522727272727273,2
she has been exploring the recommendations section for local services on facebook,shx has neen exploring the recommendat8ons szxt7on 9o8 loxal services on facfbook,0.8765432098765432,4
ethicists will have been evaluating the moral implications of assisted reproductive technology advancements for decades,ethicists willjhave been evaousting ghe moral impl8cations of asspsted re8rxwuxtive texhnolog9 acnancrme8td foutdedades,0.8319327731092437,4
the judiciary faces calls for greater efficiency in corruption trials,the jwd8cizry waces8da4ls f0rpgreaver rfficpencg in corrupthon r1ials,0.782608695652174,2
the website will have integrated social media sharing buttons for easy sharing,the website w8ll have 8ntegrateddsoxial mddia char8bg auttknb for e1sy shar8ng,0.8333333333333334,3
food trucks are experimenting with unique and unconventional flavor combinations,food trucks are exuerinenting zith unique and un8onqentional flavor combinations,0.9375,2
schools will have been using adaptive learning platforms to cater to individual student needs,schools will have nern usi8g adaptide lea1ning p0atforms to catervto 8ndivoduql studkbt needs,0.8709677419354839,2
physicists are conducting experiments to understand the behavior of topological semimetals,phys8xpsyz are c9nducting experimentz ro unde1ztqnd the behav8or of to09lugicsl semimetals,0.8222222222222222,4
virtual reality vr has transformed various aspects of society over the past few years,virtual reality vr has transfoqmed dar9ous aspz0gs pf society ove1 the past few years,0.9058823529411765,2
we replaced the rearview mirror,zerreplaced the 1earv8es mhrror,0.8064516129032258,2
major franchises have expanded into the realm of virtual reality,major fr1nchises have ex8azded ibgo the4reaom ov6virt9al real8ty,0.828125,2
he used to drink sugary sodas but switched to sparkling water,hp used to duink1sugsry sodqs but bw8tched g0 swark2ing water,0.819672131147541,3
she had already transferred her files to an external hard drive before formatting,she7had alfeady transfer1ee her viles uo an exteunal hard drive beforeqformqtting,0.8888888888888888,4
she enjoyed cooking with exotic spices and ingredients from around the world,shw enjoyed cok8ing wigh exiqix sp8ces avd 7ngredientsrfrom aroubd the wo8kd,0.8289473684210527,3
continuous readers have been exploring philosophical texts stimulating contemplation and intellectual growth,conrihuous readwrs have been edoloring philosophical gextsastimglatiwg contempdarion and 7ntellectual growuh,0.8796296296296297,4
evolutionary algorithms will have revolutionized various fields from medicine to engineering,ebocur88narhqalgoruthms wil3 hahe revocutionjzed 9arious fiwlds fuom medicine tm engoneerkng,0.8043478260869565,2
by next week i will be teaching a workshop on time management,bganext week i zill be teachiag a workshup oh time mauagement,0.8852459016393442,5
they exchanged rapidfire shots testing each others reflexes,theg1exch18ge5lrapidfire shots testing each others qefbrxez,0.8305084745762712,2
she collided with a car while attempting to pass,she colkidex wigh a sar wh8lz agtempting69o pazs,0.7916666666666666,2
by next year the website will have established itself as a leader in the industry,bg next nevr the wewsitebwill hane established ivself as a owadeu in the industry,0.8765432098765432,5
he rearended a car while reaching for something in the backseat,hw uearenwec a zar whple6reachhng for skmething ih the bac8swat,0.8095238095238095,4
physicians will have been incorporating assisted reproductive technology advancements into fertility preservation strategies,phnsicians wicc have bewn incouporarihh awsisted repro4ucgive technology advancemynts into fergioity pr1servar80n stqategies,0.8467741935483871,4
microbial biofilms on medical implants can lead to infections and complications,micr8oial biofilms on 7edic8l imhlsnts canklead to 8nfext8ons and compcications,0.8734177215189873,4
the team will have been refining the user interface for months before the launch,ths teqm x9cl ha7e beeb refining ghe user 8mterfaze fuq months venorelthe launch,0.8,4
companies will have been embracing blockchain technology for a while,com8an8es sill ha8e been embracing vluckcha9n techn8oogy z01 a while,0.8382352941176471,2
organic chemists are developing strategies for asymmetric synthesis,organgc chzmistzjare drvecopiwg strstwghes for asymmetric zynthesiv,0.8208955223880597,2
before they set out on their journey they had studied the moons geography,before uhen set ojt on gheir journry they had studied uhe moona meography,0.8904109589041096,4
the cars brakes squealed loudly,the cars brakes squealed koudc6,0.9032258064516129,1
traffic management systems will optimize roadways for autonomous vehicle traffic,traff8c mavagemeht syste7suwil2 ppcimizenrosdways for autono98os vehi1le trafdic,0.825,2
students will have been exploring career pathways through immersive virtual internships,atudents sill ha9e been expooring9ca8ee1 pathways ghr8ugh immersobe xirt8ab ivternships,0.8275862068965517,3
i have been sharing pet photos and stories on facebook,i have be1n sharibg per photkz and st0ries ih faceboik,0.8333333333333334,2
by next month road repairs will still be impacting traffic flow,bynnext monuh road repa9rs will still nekimpacting trawdic flow,0.8888888888888888,3
it hosted cultural festivals showcasing bangladeshi arts and traditions,jt hosted cultwral festi7alv showcawhng0banglqdeshi arts and traditions,0.8873239436619719,2
he was sleeping with his mouth open drooling,hezwas zoeepihg wi5hmhis mouth open drojl7ng,0.8181818181818182,2
virtual reality simulations will educate the public about the consequences of water pollution,virtual reao8ty simulatipns will ec7c1te thwipublic aqout ghevconsequences of zager poolution,0.8494623655913979,3
iotenabled smart tags will track product movements,9otenablecxs9art tags wilq track p8oduct movements,0.88,3
penetration testing will be integrated into the development lifecycle of software,pezeu1ation gesg7ng will be integrat5d into the de0zlopm4ntcki9zcydle of softwqre,0.8024691358024691,4
they volleyed back and forth each trying to gain the upper hand,theg volkeyed ba1k and2north eaxh tryinu to ga8nrthe upper hahd,0.8412698412698413,3
people around the globe have been participating in movements for disarmament,people ar88nz rhe glkbf haxe qeen participatikg iv 9obzmwnts fo8 disqrmameng,0.7631578947368421,1
surgeons are using advanced imaging techniques for more precise surgical planning,sujge0ns are using ad7abced17magi4g technhqbes for m1re6prec7sr su1gical 8lannibg,0.8024691358024691,3
playing with the toy kitchen set emily is pretending to cook dinner,plagibg with ths toy kigchen set rmil7 8s prrte0ding to coik dinner,0.8507462686567164,5
they had disabled unnecessary startup programs before improving boot time,they had disabled uhnedessary startup prlgrvms4nefore improving boxf r5me,0.863013698630137,3
in the future smart assistants will help users with virtual reality language learning and immersion programs,in ghe 4uturw smzrt qss8cranrs wiol help users wigh v98thal real8t6 languagw learniag and 8mmersi0n programs,0.8148148148148148,3
we had slurped oyster shooters at the oyster bar,we had slurped oystertshoote8skat the o9ster bar,0.9166666666666666,2
builders have embraced energyefficient technologies to reduce the environmental impact of structures,biilders have embrscrd energyefficiwnt technologi1v tk reduce the1ez98ronme8tvl impact 8f structures,0.86,4
by 2170 aquaculture practices will prioritize sustainability to mitigate pollution risks,ng 2179bzquacul5uqe practides wilo 0riorit9ze sustainability to mithgafe pollut8on r8sks,0.8295454545454546,2
clouds were dissipating as the day wore on,clkuds were dissipating as the day wore on,0.9761904761904762,1
women researchers have played crucial roles in the development of precision medicine,woneny1e1earxhers havf played d1ucpabnrolez in the develoumznt of p8ecision mrcicine,0.7976190476190477,4
researchers are investigating the potential of artificial intelligence in predicting diabetes outcomes,researche1s are hnbest8gatiwf yhe5porrhtiac 0n artifgcia0 ingell7gtnce in pree8cuing d8abegrs outcomez,0.7450980392156863,3
the popularity of battle royale games has soared,the popularity of battbe royale 9smes has soared,0.9375,2
she had been downloading apps on her iphone before it froze,vhe had4been downloading apps ob her 8phonz v0fore 8t froze,0.864406779661017,3
the bowler deceived the batsman with a slower delivery,the bowleu xeceibed the batsmwncwith a slkzer deo5very,0.8333333333333334,3
they had camped under the moonlit sky,theuvhad campec under the8moxnoit sky,0.8378378378378378,2
the fishermen had landed a prizewinning tarpon during their fishing tournament,th1 fishe1mev had man3ed a prhxewinning15arpob du1ibg uheir fish8ng tou8namehv,0.782051282051282,3
egyptians believed the pyramid was a gateway to the afterlife,egyptians5velieved uhe pyramix wvs a gageway to the afte2l7fe,0.8688524590163934,3
by next year regulations will be in place to limit noise pollution from construction activities,bu necu year reguoauuonw w5lx be hn plqce yo limit n9ise 8olbution frpm construction activities,0.8315789473684211,4
wearable health devices will cater to users with accessibility needs,wea1abbr health de9gxes w8ol 0age8 ta28sers with acdesaibilivy needs,0.75,3
in sixty years the state will have been investing in healthcare infrastructure continuously,in s8xty yza8s the state will hsve been 8nvest8bg 9n healthcare 8nfqastructure coltiduowsly,0.8571428571428571,4
she lent money to her sibling to help them start a business,she crnt 0onry go her siblyng go help them wtart afbusiness,0.847457627118644,3
users have been expressing gratitude through facebook posts,users hsvs bezn wxp1essung gratitude through facebxoi posts,0.864406779661017,2
app developers prioritize creating apps that load quickly and efficiently,apu dezecopers priorigize creating a8ps ghatbliad quicklu and efficiintly,0.863013698630137,3
he returned a tricky drop shot with a wellplaced lob,he returnwd a tricky cuop sh0t with a we4lpmaced l8b,0.8653846153846154,3
ai in telecommunications will have been optimizing network performance and reliability,ai in telexommun5datoonsuwixl hane beea opqimizinm betwork perfor0snce anx reliabil9ty,0.8255813953488372,1
they reminisced about the long talks they used to have late into the night,theh r9miwisced about the lpbg tabks uhew 8zed to havz pate into the w8hht,0.7972972972972973,4
she has been creating and sharing facebook stories,she hvswbee8 creat8kg ahv shariyg facemook vtories,0.8,1
next month i will be exploring the benefits of incorporating more whole grains into my diet,zext monfh i will4ne expmoribg thz benefits of incorporatong more whole g8ains in9o5my diet,0.8791208791208791,4
they had organized a fundraiser to support families affected by a recent tragedy,they had orgahjxed a fundra8ser to supporv zamibies affected bn a recent traged7,0.8875,5
students will have been exploring the depths of the ocean through virtual reality expeditions,ztudenrs wi4l hvve b1e3 explorinb ghe cepths of yhe odean thriugh 9i1tuao realiyy edpeditimns,0.8064516129032258,2
autonomous vehicles will have been navigating roads with enhanced safety and efficiency,autonkmous vehiclws will have veeh na9igatingkroadsaqith znhanc9dcsavery anx efficien0y,0.8275862068965517,2
by 2036 personalized travel experiences will have been facilitated by seamless information interoperability for twenty years,by 2036 peusowabized2traveo experiences 2ill h14e bzen faci0itated bw seamless izwormationginteropera0ility 9or twenty year3,0.8629032258064516,4
security analysts are analyzing phishing emails to enhance email security,secu8oty analysrs are akalyzing phgzhing emai4s go snhance email secufity,0.863013698630137,3
generative models like variational autoencoders create new data samples from learned representations,generative models l9ke varhstkonal autoencoders cr1ate new zsts1samp4ea5from learnec1rep2esentagi0nw,0.82,3
digital content creators will prioritize semantic html for improved accessibility,digiyal conteng creators will proxrit8ze swmaav9c hrml wur improved axcessibility,0.8518518518518519,3
builders have embraced the concept of energy modeling for accurate prediction of building performance,bu8ksers havs rmbrsced the conce8t of z9ergy modeming5ror adxurate pre3ictgo9 wf buil2ing perf0rmancr,0.7920792079207921,3
he borrowed money from a family member to start a business,he morrjwed money from a family mzmbe1 to start a vusinrss,0.896551724137931,3
she was browsing through the shelves of young adult fiction at the bookstore,she was browsing throigh the shemves of younv adubt fictioz au the a8okstore,0.8947368421052632,4
companies will have leveraged amorphous computing for realtime analytics by 2042,cimpanies w7ll havr leveraged amorphous compjting fo1 realtime azamytics by 2w42,0.9,4
they had been gardening in the sundrenched yard tending to the flowers and vegetables,they hvd beentgardr4ivh h7 uhe4suz5renched ha1d tending to thr fcowerq snd begetaboes,0.7647058823529411,2
incident response teams are conducting regular reviews of incident detection and response processes,incicznt91esponse teqms auecx1npucugng rzguoar reviews of incgdent detection chd qesponsr 0rpcesses,0.797979797979798,3
we polished the cars headlights for better visibility,we polishewwthe xars hwadlights for betge1 biwibilhtu,0.8113207547169812,2
she had already set up automatic backups before the system failure,shedha9 alreadg set up auuomagic backups befu1e the system fqioure,0.8636363636363636,4
the sun had been hanging low in the sky as they watched the sunset from the balcony,the sj3 had aeeb haagiqg bow gnhthe ski as gheypwatxhew the su8set from the bakcohy,0.7951807228915663,4
they used to eat dinner late at night but changed to an earlier schedule,whey 8sew to eat dinher late at vight vur changed to an earl1er schedule,0.8888888888888888,4
physicians will have been leveraging big data to optimize assisted reproductive technology outcomes,physicians wilk have meenulz7e1ag8hg mig3data to oprkmise assiqtew 1eprxductiv5 trchnosohy ogtcimes,0.7676767676767676,3
by 2030 the platform will have been scaling seamlessly for years,by 2wzp the platform wilk have bern scal9ng se1mleaslyafur years,0.84375,3
before the fog settled in the sun had been casting its warm glow across the valley,bwfo8e uhw fog setgkrd in the su8 had beenqcasging itc ssrmfglow across the 0alkey,0.8048780487804879,5
we were exploring the world of fantasy through a series of epic novels,we wers exp0orikgnthejqorod of danvasy through a seriev ow epic npvela,0.8142857142857143,4
