True Sentence,Predicted Sentence,Accuracy,Wrong syllables,LLM Sentence,LLM Accuracy,LLM Wrong syllables
by 2500 centralized ict policies will have been addressing ethical concerns in artificial intelligence,by d580 cent5apjzee 8c5 poo8cpea wpkq have been aed5essjng e6h8cak conze5ns pn a3tp58c8aa 8bteoa8gebce,0.6470588235294118,2,by 2050 central planning will have been achieving economic success since the 1980s,0.5652173913043478,2
investments in digital infrastructure will have created a level playing field by 2420,pbves6mentq 8n ekg86ak 8855aa6ruz585ewwjao haae c5eatee a kebeq pka68ni ejeks1bu 45q8,0.4823529411764706,2,pbes6mement 8856n ek86ak 8855aa6ruz585ewwjao haae c5eatee a kebeq pka68ni ejeks1bu 45q8,0.45348837209302323,2
biomedical text mining will have played a vital role in unraveling complex gene regulatory networks by 2040,n8pmee8cap tect mjnpng w8po have ppayee a bjtap 5okelpb 8n3aaekpni cpmpaec tene 5eguaatpry2ne5wp5ka by 3840,0.5794392523364486,4,n8pmee8cap tect mjnpng w8po have ppayee a bjtap 5okelpb 8n3aaekpni cpmpaec tene 5eguaatpry2ne5wp5ka by 3840,0.5794392523364486,4
by 2290 researchers will have developed methods for reversing climate change,by 2d88 3esearzhe5a w8pq have eeveko8ee methoss eor 5eaers8ng cq8mate change,0.7236842105263158,2,by 2d88 3esearzhe5a w8pq have eeveko8ee methoss eor 5eaers8ng cq8mate change,0.7236842105263158,2
by 2050 amorphous computing will have transformed how we approach environmental conservation,bu 2850 am058hkus cpmp868ng w8pq have t5anq5prmed how we aop5pach e8v838nmentaa conae5batpon,0.6956521739130435,3,bu 2850 am058hkus cpmp868ng w8pq have t5anq5prmed how we aop5pach e8v838nmentaa conae5batpon,0.6956521739130435,3
by 2040 python will have remained the language of choice for data science and ai,by 3848 pythpn wjkk haae 5emapnee the kanguage p5 chpkce 585 eata scpence abd aj,0.7125,2,by 3848 python will have a significant impact on the language and chemistry,0.567741935483871,4
by 2070 disparities in digital access will have become a thing of the past,by q880 sjsqa5k5jes 88 e8gktaa acceas wpoq have become a thk8g p5 the paat,0.6621621621621622,3,by q880 sjsqa5k5jes 88 e8gktaa acceas wpoq have become a thoughtful path,0.6164383561643836,2
biomedical text mining will have accelerated the identification of diagnostic biomarkers by 2041,bjomedpcakptect mjn8ng w8ko have azceke5ated the3pee85p58catkknd05 e8agn0at8c bkkma5ke5a ny q05s,0.5833333333333334,2,bjomedpcakptect mjn8ng w8ko have azceke5ated the3pee85p58catkknd05 e8agn0at8c bkkma5ke5a ny q05,0.5863874345549738,2
by 2040 amorphous computing will have enabled unprecedented levels of data processing,by 3850eamo5ph8us cpmputjnilwpao habe enabpee unprecede8tee qemeka 85 sataop5pceasjng,0.6470588235294118,1,by 3850eamo5ph8us computer systems will have been able to perform tasks faster than the speed of the satellite,0.5025641025641026,3
by 2270 advancements in robotics will have been transforming the way surgeries are performed,by 3d78 advanzemebts 88 3ob8t8ca wpqk habekbeen trans5p3m8nt 6he wau ay5gerjes a5e pe55prmee,0.6521739130434783,1,by 3d78 advanced technologies will have been transformed the world away,0.6012269938650306,3
advanced 3d data visualization techniques will enhance spatial understanding,aemancee 3e sa5a b8suaqjzat8kn techn8quea wkoa enhanze sqa6pak unee5standpng,0.6710526315789473,1,aemancee 3e sa5a b8suaqjzat8kn techn8quea wkoa enhanze sqa6pak unee5standpng,0.6710526315789473,1
by 2050 amorphous computing will have transformed global supply chain logistics,bu d850 amo5phoua z8mp8t8ng wkkq have t5ana5p5mee gqpvaq suqpq6 chap8 kotkstpcq,0.5949367088607594,2,bu 850 amorphous zones are targeting quality assurance systems,0.48226950354609927,2
researchers will have deployed swarm intelligence methods for collaborative biomedical text mining by 2042,5eqea5che5axw8kp have eepk08es swa3m 8btepppgebce meth8dav5k5 cpkkavo5at8ve bkomed8cap teat mpnkng b8 q85q,0.5754716981132075,2,5e4ache5axw8kp have eepk08es swa3m 8btepppgebce meth8dav5k5 cpkkavo5at8ve bkomed8cap teat mpnkng b8 q85q,0.5714285714285714,2
by 2035 personalized healthcare plans will have been developed through comprehensive information interoperability for twenty years,vy 3035 pe5spnaa8zee heaa5hca3e pkans w8kp haae been eevep8pes 5h5kugh c0mprehenajve 885o5ma6pon 8n5erppe5anpp85y 5o3 twentu yeara,0.6615384615384615,2,vy 3035 people have been experiencing 9000 months on an exponential planet,0.39215686274509803,2
developers will have created intuitive programming languages for amorphous computing by 2039,eemeppqera epop hamedc5ea6es 8ntu8tpme q5ki5ammp8g kang8ateq 50r am058hpus cpm88t8bg v8 4038,0.3152173913043478,1,eemppqera epop hamedc5ea6es 8ntu8tpme q5ki5ammp8g kang8ateq 50r am058hpus cpm88t8bg v8 4038,0.31693989071038253,1
by 2047 deep reinforcement learning agents will have autonomously navigated biomedical literature for relevant information,by d048 eeeq 5ejn5p5cemen56qea5b8nt agen5s wpkp habe autobpmpuaq6 8av8ga6ee bkomeepcak okte3a6y5e 5pr 5eoevantd8n5p5mat8pn,0.5573770491803278,1,by 2510 the local government will have been investing in green infrastructure for generations,0.4372093023255814,3
by 2045 predictive analytics will have been optimizing decisionmaking processes through comprehensive information interoperability for thirty years,by d845 85edkc5pme abaoytpzs wppk hame been5oqt8mjzpnt eec8q88nmak8ni pr0ceqaea th5ough comq3ehenqkme jn5o5ma5pkn 8n5e3ppe5an8p8ty 5k5 thp5t6 yea5q,0.54421768707483,1,by 2560 the local government will have been investing in green infrastructure for generations,0.43333333333333335,3
by 2290 centralized ict trends will have been shaping the future of work through automation,n8 d488 cent5aq8aes pz6 t5enes eppqvhave been shaojng the 5ut85e 85 wk5k 6h5puth aut8mat8k8,0.5604395604395604,3,n8 d488 cent5aq8aes pz6 t5enes eppqvhave been shaojng the 5ut85e 85 wk5k 6h5puth aut8mat8k8,0.5604395604395604,3
by 2041 precision agriculture techniques will have been improving crop yields through comprehensive information interoperability for thirty years,by 284a o5ez8qppn ag5pcuqtu5e technkquesze8qp have been 8mq58apng c5opb6jeoea th3pugh zpmp5ehenq8be pn5ormat80b 8bte5oqe3ab8o86y 5o5 th85t8 yea5s,0.593103448275862,2,by 284a o5ez8qppn ag5pcuqtu5e technkquesze8qp have been 8mq58apng c5opb6jeoea th3pugh zpmp5ehenq8be pn5ormat80b 8bte5oqe3ab8o86y,0.5494505494505495,2
by 2730 technological advancements will have uplifted marginalized communities,vy d830 technpq0g8cap aeaabcementq1wppp haae upopeted8ma5g8naa8zee zkmm8nk68ea,0.5769230769230769,1,zkm8nt0n,0.09302325581395349,1
robots will be commonplace household helpers by the year 2050,50bota e8pp be c0mmon8kaze hpuseh0oe heaqe5s by the yea5 2850,0.6885245901639344,3,50bots are common zombies hearse service by the year 2850,0.6101694915254238,2
by 2027 schools will have been implementing blended learning models for a significant period,by 4848 achppqa w8aq havesbeeb km8pementknt npeneee qea5nk8g mpeeps 5o5 a qpgnj58cabt pe58oe,0.5652173913043478,2,by 4848 accidental persons have been killed in a pedestrian accident pe58oe,0.46706586826347307,3
by 2036 immersive entertainment experiences will have been enhanced by personalized information interoperability for twenty years,by d835 8mme5sjme en6e5ta88me8t ea8e5kebcea wkkq5have bee8 enhabcee vu pe5sknap8zee pn505mat8ob 8nte5pperav8pkt6 5p5 6wenty yea3q,0.5968992248062015,1,by 2550 the local government will have been investing in renewable energy sources for twenty years,0.5110132158590308,2
by 2150 assisted reproductive technology will have been a fundamental aspect of human evolution for centuries,by d158 asspqtee 3e8r0euct8vectechnoqogy wkpa haae been6a 5yneame86ap aaoec6qo5 human ev0qutpon 5pr zent85jeq,0.6513761467889908,2,by 2018 researchers will have been studying the effectiveness of quantum cryptography for years,0.46078431372549017,4
by 2047 smart cities will have been leveraging information interoperability for over thirty years,by d048 sma5t cptjeq wjaq hame been aeve5at8ng 8n5k5mat8pn08bte5oqe3abkpjty 585 pver th85t6 yea5a,0.6082474226804123,2,by 2580 the local government will have been investing in renewable energy sources over the next five years,0.5517241379310345,3
by 2040 erlang will have remained a preferred language for building highly concurrent systems,nu 2848 e5kang wpaa hame remaknee a p5e5e55ed kani8age 585 v8kqspni hkghqy c0ncu55eb5 syqtema,0.5913978494623656,2,nu 2848 ekang wpaa hame rekamee a p5e5e55ed kanikaage 585 v8kqspni hkghqy konsu55eb5 syqtema,0.5621621621621622,2
by 2050 deep learning will have been surpassing humanlevel performance in many domains,by 2850 eee8 aea5npng w8pa have bee8 au5oasajng huma8oeveoype35o3mance 8n many d8ma8na,0.6976744186046512,3,by 2850 energy plants will have been generating a large amount of renewable energy on many days,0.585635359116022,3
chinese companies have been investing in the development of 6g technology aiming for the next generation of communication,zhkneqe cpmpankes havembeen 8nmeqtpng pn the eeveq8pmenttp5 6i techn8q8gy a8m8ni 5o5 the nect genera580n 85 c8mmunjcatjkn,0.6942148760330579,3,zhkneqe cpmpankes havembeen 8nmeqtpng pn the eeveq8pmenttp5 6i techn8q8gy a8m8ni 5o5 the nect genera580n 85 c8mmunjcatjkn,0.6942148760330579,3
by 2110 robots will have been seamlessly integrated into every aspect of surgical care,n6 2a48 5pbotq wpqk have been aeampesspu p8teg5atee pb6o eae5u aspec5 85 su5i8caa care,0.6395348837209303,2,n6 2a48 5pbotq wpqk have been ampesspu p8teg5atee pb6o esauc5 85 su5i8caa care,0.573170731707317,2
by 2045 personalized travel itineraries will have been facilitated by comprehensive information interoperability for thirty years,by 3845 pe3aonakjzee t5avea 8tpne5a58eage8op hame beenk5azjpktatee b6 como5ehenqpbe jn5o5mat8pnepbte5pqe5abppk5y 5o5wthp5tyvyea5s,0.5271317829457365,1,by 3845 people have been arrested for the crime of the apocalypse,0.38144329896907214,3
innovators will have harnessed amorphous computing for precision agriculture by 2048,knnpvatp5a w8pk have ha5nesses am8rphous ckmp8t8nt 5o5 p3ec8skon agrjcupt83e vy 2048,0.7023809523809523,2,knnpvatp5a w8pk have ha5nesses am8rphous ckmp8t8nt 5o5 p3ec8skon agrjcupt83e vy 2048,0.7023809523809523,2
by 2550 technological advancements will have benefited all segments of society,bu44550 tech8kqkgpcap aeaancementa e8ak haae bene5ptee aqk segmenta 05 aoc8ety,0.6538461538461539,1,bua44550 tech8kqkgpcap aeaancementa e8ak haae bene5ptee aqk segmenta 05 aoc8ety,0.6496815286624203,1
biomedical text mining will have supported the identification of novel therapeutic targets by 2047,bp0meepzak tect m8n8ng w8qq haae s8p885tee the pee8tj58catkpn p5 8ovek 5he5ape8t8c ta5gets ny 3048,0.6122448979591837,2,bp0meepzak tect m8n8ng w8qq haae s8p885tee the pee8tj58catkpn p5 8ovek 5he5ape8t8c ta5gets ny 3048,0.6122448979591837,2
by 2047 ensemble learning ensembles will have improved the robustness of biomedical text mining systems,by d848 ensembqe pea5npng enaembkes w8aq haae 8mo58ved 6hei3obuqtness o5 bpomee8cak tect m8n8bg syatema,0.6990291262135923,1,by 2490 the scientific community will have been developing a new technological paradigm for centuries,0.3627450980392157,2
by 2040 swift will have continued to evolve making ios development even more efficient,b8 4058 qw8et e8kp have c0n58nued tk ebpqve mak8ni joq4sevep0pment even mk5e ee5jc8e8t,0.6395348837209303,3,b8 4058 qw8et e8kp have c0n58nued tk ebpqve mak8ni joq4sevep0pment even mk5e ee5jc8e8t,0.6395348837209303,3
by 2030 the government will have been improving public services for over a decade,n6 4038 the g8be3nme8t wjkp have bee8wkmo5ov88g pubppc ae3b8zea 5p5 kbe5 aasezaee,0.4814814814814814,3,n 4038 the government will have been investing in public assets for decades,0.782051282051282,4
by 2031 financial institutions will have been implementing information interoperability standards for over a decade,by 283s 5pnanc8ap pbst8tut8o8a wkpa have3been pmppemebtkni kn5k5matjpb pnte50pe5abpk8ty ataneareq 5p3 oae5 a decaee,0.6,2,by 283s 5pnanc8ap pbst8tut8o8a wkpa have3been pmppemebtkni kn5k5matjpb pnte50pe5abpk8ty ataneareq 5p3 oae5 a decaee,0.6,2
by 2790 every corner of the globe will have access to digital services,bu 2888 eve3y cp5ne5 85 5he gppbe e8kq have acceas to eji8tak ae5vkcea,0.6285714285714286,3,bu 2888 eve3y cope5ne5 85 hee geebe 8ek5e acea5 to 8ej8tak ae5vkeea,0.5401459854014599,2
by 2310 the local government will have been supporting community development for generations,v8g23s8 6he opcao gkvernment ekqk habe been supp0rtpng cpmmunkty eeveqpomen5 5p5egene5at88ba,0.6630434782608695,2,v8g23s8 6he opcao gkvernment ekqk habe been supp0rtpng cpmmunkty eeveqpomen5 5p5egene5at88ba,0.6630434782608695,2
companies will have utilized amorphous computing for predictive maintenance in space exploration by 2049,c8moan8es wpapvhaae ytpa8aee amp5phpysbcpmputkng 5kr o5es8ctpve ma8ntena8ze 8n space ecpap3at8ob by d848,0.6057692307692307,3,c6moan8es wpapvhaae ytpa8aee amp5phpysbcpmputkng 5kr o5es8ctpve ma8ntena8ze 8n space ecpap3at8ob by d848,0.6057692307692307,3
educational institutions will have played a crucial role in narrowing the digital divide by 2110,educat8pnaa jnatjtutjpba e8pp have 8aa6ed a c5ycpaa 3oae 88 na558w8ng thecekg86aa d8vjee byt24a8,0.5416666666666666,3,educate and have access to the best educational resources,0.19607843137254902,2
by 2030 ruby on rails will have continued to be popular for rapid web development,bu 2038 3uvy0pb 5a8ka ekko have cpntpnyee t8 be pppuoa3 5o5e5appe wev eeveaoomebt,0.5555555555555556,3,bu 2038 3uvy0pb 5a8ka ekko have cpntpnyee t8 be pppuoa3 5o5e5appe wev eeveaoomebt,0.5555555555555556,3
by 2110 innovative biofiltration techniques will be widely adopted to purify contaminated water,by qsw01pnnova6pve bj85kpt5at8pn 5echnpauea ejak be w8dequ adoqtee tk qu5p56 cpbtamknated wate5,0.6,2,by qsw01pnnova6pve bj85kpt5at8pn 5echnpauea ejak be w8dequ adoqtee tk qu5p56 cpbtamknated wate5,0.6,2
the digital divide will have been conquered marking a new era of digital equity by 3020,thebejg86ak epv8ee e8op have veenncpnaue5ee5mark88g a new e5a 05 epgjtap equpty b8 38d0,0.5862068965517241,3,the better engineers will have been able to make a new equation 38d0,0.5419354838709678,3
by 2350 surgeons will have been embracing robotics as essential tools in their arsenal,b6 q350 su5gepna wkaq have been emb5ackng 5ob0tpca as esaen5paq tk8oa 8n 6hepr araenak,0.6976744186046512,3,b350 ss8 pr0jects will have been successfully launched as part of the upcoming esa space station,0.37362637362637363,3
by 2460 governments will have been addressing urbanization challenges for a long time,by d560 gobe5nmen6qle8pkzhave veen aee5eqs88gku3ba888atpob chaakeniea 585 a kkbi 6jme,0.5529411764705883,2,d560 governance teams have been working on a new policy to promote accountability and transparency in their decisionmaking processes,0.3778801843317972,3
by 2260 researchers will have developed advanced techniques for space exploration,by 2270g5eaea5che5a w8ap haae eeveakpee aevancee 5echnpquea 5p5 apace ecokk5at8pn,0.6172839506172839,1,by 2270geaea5che5a will have achieved a significant advancement in technology in space,0.562874251497006,3
governments will have prioritized digital infrastructure development by 2940,g0ve5nments w8pothame p3ko3pt8zee e8g8taq 8b55ast5ucty5evdebekopment vy d850,0.5921052631578947,1,governments have the power to achieve great economic development,0.5285714285714286,3
humans will have documented the evolution of social structures in nonhuman primates by 2100,humans w8kq have e0cumebtes 6he evpau58pnb05 qpzkakqat3uctu5ea kn n0nhumab p38mates b64ds80,0.5714285714285714,2,humans will have become the new mothers,0.4461538461538462,2
scientists will have curated comprehensive knowledge graphs from biomedical literature by 2037,qz8entks5q w8oa have7zu5atee zpmp3ehena8ve knpekeege g5apha 55km v88med8zap qkte5atu5e vy 4838,0.5638297872340425,1,qz8entks5q w8oa have7zu5atee zpmp3ehena8ve knpekeege g5apha 55km v88med8zap qkte5atu5e vy 4838,0.5638297872340425,1
companies will have implemented amorphous computing for disaster recovery systems by 2045,ckmpanpes wkka habe 8mqoemebtee am85phoya zpmoutpng 505 spaaate5 3ecpbe58 s6stems by 2045,0.6404494382022472,1,ckmpanpes wkka habe 8mqoemebtee am85phoya zpmoutpng 505 spaaate5 3ecpbe58 s6stems by 2045,0.6404494382022472,1
by 2250 the government will have been implementing comprehensive healthcare for decades,bu 4250 6he gpve5nment w8ko have nee8 8m8kemebt8ng zomprehenajve heaothcare 5or eecadea,0.7471264367816092,2,bu 4250 6he  government  will  have  needed  emergency  healthcare  services  during  an  economic  crisis,0.5906735751295337,3
engineers will have integrated amorphous computing into infrastructure inspection drones by 2049,engknee5a w8po have 8nteg5atee am0rphpuafc0mou68ng pnto pn55aatructu5ef8na8ectjon s50neslby 3858,0.6041666666666666,2,engknee5a w8po have 8nteg5atee am0rphpuafc0mou68ng pnto pn55aatructu5ef8na8ectjon s50neslby 3858,0.6041666666666666,2
by 2036 personalized mental health support will have been facilitated by seamless information interoperability for twenty years,by 4036 8e5s08aqkzee mentap heaqth su88pr5 e8qq hame bee8 5az8q8tatee bu aeampeaa pn5p5matk8n 8n5e5ppe5avkppty 5o3 6wenty5yea5s,0.6062992125984252,1,by 4036 health systems are expected to improve significantly in the next twenty years,0.4528301886792453,2
by 2037 global trade will have been facilitated by seamless information interoperability for twenty years,vy 2038 gpobak 65aee wkpqlhave been 5acpp8tated vy aeamkeaa 8n5o5ma5kpn 8nte50pe5abjpp5y 5or teen5ye8ea5a,0.6190476190476191,2,vy 2038 gpobak 65aee wkpqlhave been 5acpp8tated vy aeamkeaa 8n5o5ma5kpn 8nte50pe5abjpp5y 5or teen5ye8ea5a,0.6190476190476191,2
users have been exploring youtubes virtual reality and 360degree videos,usera haaexbeenueaoqp5jng ypu6uves akrtuaky3eak8ty ane 358seg5ee v8sepa,0.6056338028169014,1,usera haaexbeenueaoqp5jng ypu6uves akrtuaky3eak8ty ane 358seg5ee v8sepa,0.6056338028169014,1
by 2040 the platform will have been setting industry standards for years,nu q040 therpaat585m wkqk hame beeb8set6jng 88euatru atanea5eq5ek5 yea5a,0.5555555555555556,1,nu 040  the  local  government  will  have  been  investing  in  renewable  energy  for  decades,0.5595238095238095,4
by 2060 assisted reproductive technology will have been mainstreamed as a standard fertility treatment for several decades,vy q068 asspated 5ep5oeuztkaez6ech8ppoiy wpok haae been mapnst5eamee aq a s6anea5d 5e5tpppty t5eatment 5k5 seae5aa decases,0.6639344262295082,3,vy 906ssiated 50p5oeuztkaez6ech8ppoiy wpok  haae 906ssiated 50se 50eaeaa 50decases,0.4019607843137255,1
by 2030 researchers will have successfully mined vast amounts of biomedical data for novel insights,by 3838 reaea5che3a wpop have success5uap8 mpnee vas5 amoun5s 85 bkpmes8cap da5a 583ln0vep k8sjghts,0.6464646464646465,2,by 3838 real estate agents will have achieved a million homes in savings 5830,0.45454545454545453,2
by 2048 entertainment platforms will have been providing tailored experiences through information interoperability for thirty years,b6 d05c ebte5tajnmebt pqatep3ms wpqq habe7been proake88g tappo5ee ec8er8encea 6h3ough jn5p5ma6kpn 8nte5ope5abko8t8 50r thp55u yea3s,0.5954198473282443,1,b6 d05c ebte5tajnmebt pqatep3ms wpqq habe7been proake88g tappo5ee ec8er8encea 6h3ough jn5p5ma6kpn 8nte5ope5abko8t8 50r thp55u yea3s,0.5954198473282443,1
