True Sentence,Predicted Sentence,Accuracy,Wrong syllables
people have been experimenting with different reading formats such as graphic novels and digital storytelling,people havezbeep expzdimenting with differezt resding forlate such as9graphic novels axdwdigital storyt3llizg,0.8807339449541285,4
they had been lounging on the sundrenched beach soaking up the rays,thdychad b4zn lotngong on4tjezsundrznchrd beslh soakgng up the rays,0.7910447761194029,1
it will be assisting in wildlife conservation efforts,it will befassistimg in wildlifezconservation effo3ts,0.9245283018867925,2
the players had competed with determination and sportsmanship,thegplayers yad lompfted withadefermination and sportsmabsg9p,0.8524590163934426,2
subsea cables will connect continents for global communication,subsra cables will1c8cnzct contipwpts dpe1glmbal xommunicatoon,0.7580645161290323,2
the pyramids construction employed a workforce of skilled craftsmen,the pyrsmids constructgon33mplmyed a workforde of skill3d cradtsmen,0.8805970149253731,3
it will be providing valuable insights,it will be provid0ng valuable insoghts,0.9473684210526315,2
advancements in energyefficient building materials have improved insulation and reduced energy consumption,advanc3ments ib rnergye3fixjent building matsrjalsrhave5impr0ved insulation azd reducrd energhslonaumption,0.839622641509434,3
environmental chemists are developing methods for water purification,envirmpmental chemista are developing mdthodstf0r watee purufica4ion,0.8676470588235294,2
governments have implemented incentives for the installation of residential solar panels,g0vermmsn4s hsfehimpkemestzd incentilr3 for the installatioz of rfsident8al solar panels,0.8068181818181818,3
many medical professionals have utilized vr for surgical training enhancing precision and expertise,many m3dical profassi0nals have util9prd vr for surgixal trainijg engancini pr4cision and 3xpdrtisr,0.8585858585858586,4
biomedical text mining will have contributed to the identification of disease subtypes by 2043,vuomedicak texu mjmmng will hav3 contributrd to the idrntieixafion of disease subtypds vy 2043,0.8297872340425532,4
scientists will have integrated multimodal data sources into biomedical text mining frameworks by 2032,pxirptjsts8wiml hale integratedamultimodal data sources into buomadjcal 5ext mining framrworks bu 2032,0.8529411764705882,3
in the upcoming weeks i will be mindful of balancing my macronutrient intake,9n tfr upcoming eesks iqwjll is mipdful 0f balancing8mh maxr0nutrient 9ntake,0.8026315789473685,2
peace education programs have been continuously promoting understanding and empathy,peace education programs have been c0ntinuouslydpromotinu undersuandpng and empathu,0.927710843373494,2
he had savored a fishermans stew with a tomato and herb broth,he had savored argishermamd stew wjth a tomato and herv broth,0.9016393442622951,3
we had downloaded the necessary drivers before connecting the printer,we haz downl0adedwthd pzcessary drivers before xonnefting the wrinte3,0.855072463768116,3
deep learning for emotion recognition involves models that classify emotional states based on facial expressions,dzepxlearnili for dmotion recognition inv0lves models that classify emotiomal stat3s bas0d on faxial sxprdssudns,0.875,5
mma legends are leaving a lasting impact on the sports history,mma legends ar3 leavjpg a lasting impact on the sports gustory,0.9193548387096774,2
ethical hackers will conduct red team exercises to test incident response,etkical hackers will lond0ct red feam sxercises to tzst incidznt fesponsw,0.8767123287671232,4
scientists are researching ways to improve the accuracy of diagnostic tests,scientists aee researchipg wags to improve the acxuracy of dfainostic tests,0.92,3
by 2045 the platform will have been evolving to meet new challenges for decades,bt 2045 t8e platf0em will gave been 0v0lving t0wmeetqnew challenges for secadqs,0.8481012658227848,5
it will be assisting in transportation infrastructure planning,it wgll be ass9stizg in transpirtation infrastructure plann9ng,0.9193548387096774,4
iot sensors will monitor environmental conditions in stores,iot sansols willlmonitor environmental conditifnsfin stores,0.9152542372881356,2
by 2890 the digital divide will have been eradicated globally,by 2890 the digjmal dmvidetwill have bdqn etadilated globally,0.8688524590163934,2
before the fog settled in the sun had been casting long shadows across the valley,before the f0g settl3d in the sub hadwosdn casting long shadows across the valley,0.9135802469135802,2
efforts to eliminate genderbased violence in conflict zones have been ongoing,efforts to dliminate genddrbased vmolence in xonflict zones gave bren ongoing,0.922077922077922,3
technology plays a significant role in the learning process in foreign institutions,tschn0logy pmays a significant rols inlthe lzzrning process pn foreiin inztjtutions,0.8674698795180723,3
the industry has witnessed the growth of esports coaching and training programs,the industry has sitnessed the gdowth of espodts cmaching and training programz,0.9367088607594937,4
by 2030 advancements in technology will have bridged the digital divide in urban areas,byv2030 advabcementsoin tzchnology will have vridgdd the dpgital dicide in urban areas,0.9069767441860465,3
culinary experts are exploring the use of edible insects for sustainable protein sources,cilonsry dxperts ard exploflng the usz of esible ijzexts for sustainablr protrin sourx3s,0.8181818181818182,4
she has been exploring the recommendations section for local services on facebook,sfe has bespmzxplorung the rexommendations sllti0n for local srrvices an facebook,0.8518518518518519,4
ethicists will have been evaluating the moral implications of assisted reproductive technology advancements for decades,ethicisus eill hav3 been ebaluating thdymoral implicat9opd 0f asspst4d rapdoduztive tzchnol9gy advancements f0r decades,0.8487394957983193,3
the judiciary faces calls for greater efficiency in corruption trials,the judgxiary faces calls 3or4greatdr effdcicncy invcorruptponi0rials,0.8405797101449275,2
the website will have integrated social media sharing buttons for easy sharing,the website siml hsve jntegrated sooial m0dja shafing buttons for dasy sharing,0.8846153846153846,2
food trucks are experimenting with unique and unconventional flavor combinations,food tjuxks ard zxperimsbting withbuniqueaandsunconfenfiopal flavor combipafgons,0.8125,2
schools will have been using adaptive learning platforms to cater to individual student needs,achools will gave neen using asapticd leajninf platf0rms tpccaterkto7individual sludent needs,0.8494623655913979,3
physicists are conducting experiments to understand the behavior of topological semimetals,phusicists arr conductgng experiments to 8bddrstand tte behavi0r of topologocal semimrtals,0.8888888888888888,3
virtual reality vr has transformed various aspects of society over the past few years,virtualmreamity vrnhas transformed varuous aspects of society over the past fewpyears,0.9411764705882353,3
we replaced the rearview mirror,sd replacsd the r3ajview mirror,0.8387096774193549,2
major franchises have expanded into the realm of virtual reality,major franchises havetwxpanded in40 tye jealm of virtual reality,0.90625,1
he used to drink sugary sodas but switched to sparkling water,hs used to drinl sugary sodas vut switched mo spa4kking watdd,0.8688524590163934,4
she had already transferred her files to an external hard drive before formatting,she had alrsady transfarrzd hzr filestto an edternal hard drive beford formatt8ng,0.9012345679012346,3
she enjoyed cooking with exotic spices and ingredients from around the world,shd 3njay4d cookinggwith axofic sprces and ingredisnts from aroupd 5hs wprld,0.8289473684210527,3
continuous readers have been exploring philosophical texts stimulating contemplation and intellectual growth,vontinuous rzaders have been explqring philosophical textd stimulatimgxxontemjlation ald optdllrctual gro3th,0.8703703703703703,3
evolutionary algorithms will have revolutionized various fields from medicine to engineering,evolutionaru aliorithms will havz rdvolutionizdd variaua 3ields from msd8xine to engineering,0.8804347826086957,3
by next week i will be teaching a workshop on time management,by n3xt wrdk i sill be teachppg a 3orksh0prnn tjmd manag4mebt,0.7704918032786885,4
they exchanged rapidfire shots testing each others reflexes,theu exchanged rap9dfire5shots teztins each othdrs reflrxrs,0.864406779661017,3
she collided with a car while attempting to pass,she coll9ded with a car whimd attampt0ng toopass,0.875,2
by next year the website will have established itself as a leader in the industry,bytnext yearothe dzbsite will have establishdd itsslflas a meader in fhe ixdustrh,0.8641975308641975,4
he rearended a car while reaching for something in the backseat,he rear3nd3d9a car whilr reaching for somethgngiin t8e backs4at,0.873015873015873,3
physicians will have been incorporating assisted reproductive technology advancements into fertility preservation strategies,physicians 3ill have bzen incisporatinguassisted rep3oductivd tschpology advancemdnts into fer9jlity pr3servatimn strafzgies,0.8709677419354839,3
microbial biofilms on medical implants can lead to infections and complications,microbial binfilms mn m3dgcamvimpldnts oan lead to infrctlons and complplations,0.8481012658227848,3
the team will have been refining the user interface for months before the launch,tje team wiml1have b3en refiming 0hw user gzfdrfaoe for maptis befode5tge launch,0.775,4
companies will have been embracing blockchain technology for a while,companies willlhave been embracjng bloxkchain tdxhnologu for a9whilz,0.8823529411764706,3
organic chemists are developing strategies for asymmetric synthesis,orfapil chsmiststare developing stsategizsbforcapymmetric sunt8esia,0.8059701492537313,2
before they set out on their journey they had studied the moons geography,bef0re thwy4set ouf un their nourney thdy had stud9ed the motns geography,0.8767123287671232,4
the cars brakes squealed loudly,tuzycars vrs5es squraled loudly,0.7741935483870968,1
traffic management systems will optimize roadways for autonomous vehicle traffic,tjafdjl mazagement systdms will optimize6roadways for autonomous vshiclretraffib,0.875,3
students will have been exploring career pathways through immersive virtual internships,studzzts will havs b3en exploring ca3eer pathways thrmtgh immwrdivq virt8al internships,0.8735632183908046,4
i have been sharing pet photos and stories on facebook,i have been sharjng pet phot0a and ztoroes on facebook,0.9074074074074074,3
by next month road repairs will still be impacting traffic flow,by next manth road repairsrwill still b3 impacuing tradfif flow,0.9047619047619048,3
it hosted cultural festivals showcasing bangladeshi arts and traditions,ot hosted culturalgfestivals showcasina banfladashj artsvand traditi0ns,0.8873239436619719,2
he was sleeping with his mouth open drooling,he was sleeping z9th his motth opep drooling,0.9090909090909091,2
virtual reality simulations will educate the public about the consequences of water pollution,virttal eeslity simulstppns willydducate thd public ab0ut thr cmnsequsnces of water pollut8on,0.8494623655913979,3
iotenabled smart tags will track product movements,jotsnabled smart tagspwill track product4mpvements,0.9,3
penetration testing will be integrated into the development lifecycle of software,penetration testjnr will bd integrated intd the development lifecyclq of spftward,0.9135802469135802,5
they volleyed back and forth each trying to gain the upper hand,theyev0lxqyrd back and dorth each truing to isjn th3 upper hand,0.8412698412698413,4
people around the globe have been participating in movements for disarmament,prcplesaround the glone have bwrn partpcipating in movements fir disaemamemt,0.868421052631579,4
surgeons are using advanced imaging techniques for more precise surgical planning,surgeons aj3dusing advancrdkimaging trchniquzs f03 more prscosdtsurgioal plannimf,0.8024691358024691,2
playing with the toy kitchen set emily is pretending to cook dinner,playj3f with thd toy kitxhen s4t wmily is pretrldinf6todcook dinner,0.8208955223880597,4
they had disabled unnecessary startup programs before improving boot time,theu had d0szbl3d unnex3ssary staetup progrdms before improvizg boot time,0.8767123287671232,3
in the future smart assistants will help users with virtual reality language learning and immersion programs,in tfe futurw smart assistants will help ussgsmwithpvir9ual realptu lazguageglrarpipgjand immdrsion prmgrams,0.8425925925925926,2
we had slurped oyster shooters at the oyster bar,wz had slurped ouster sfootsrs at thd oystdr bar,0.875,3
builders have embraced energyefficient technologies to reduce the environmental impact of structures,bujlders have rmnraced en3rgysfficient 5rchnol0gies to reducr the envdronmental impact o3 sfructurea,0.87,5
by 2170 aquaculture practices will prioritize sustainability to mitigate pollution risks,bu 3270 aquacumt0ra practices will prioritizs sustainability to7mitigate pollufion jksms,0.875,3
clouds were dissipating as the day wore on,clpudsqwzre diszipating as the day w0r3 9n,0.8333333333333334,2
women researchers have played crucial roles in the development of precision medicine,women resea3chers1haveoplayfd5cruc9al rol3s injtge depelopment of precision medicine,0.8809523809523809,1
researchers are investigating the potential of artificial intelligence in predicting diabetes outcomes,researlhers are investigating thz pof3ntual of a4tificiam intdlligence in predixtjng diabztes outcomea,0.8823529411764706,4
the popularity of battle royale games has soared,9hd popular9tu of bautls royalw games has soarqd,0.8333333333333334,3
she had been downloading apps on her iphone before it froze,zhethad bedn downmoading apps on1hdr iphona beforefit fr0xe,0.8305084745762712,2
the bowler deceived the batsman with a slower delivery,the bowler decdived3thz va5sman with7a slower delivery,0.8888888888888888,1
they had camped under the moonlit sky,theybhad camped und3r thr moonlit sky,0.918918918918919,2
the fishermen had landed a prizewinning tarpon during their fishing tournament,uhe fishzrmen had landed a prizewinning tarpon during their fishingwtourjament,0.9487179487179487,2
egyptians believed the pyramid was a gateway to the afterlife,eiyptizms nelieved the pyramid was a gateway to the afferlife,0.9180327868852459,2
by next year regulations will be in place to limit noise pollution from construction activities,lu next hear regula9iovs will be in 0laxz 0o limit nois0 pol0utuon from construc0ion activitirs,0.8526315789473684,5
wearable health devices will cater to users with accessibility needs,wea3able health drvicrs will catrr tozusers wjth ancessibility needs,0.8970588235294118,3
in sixty years the state will have been investing in healthcare infrastructure continuously,in sixty years fhe statezwpll havw bedn investint in healthcass infrastruxturz xontinuously,0.8791208791208791,2
she lent money to her sibling to help them start a business,she lent money to hdrosibling ti jelp thwk start a business,0.8983050847457628,1
users have been expressing gratitude through facebook posts,usdrs habz been fxpressiv5 gratitudd through facebool posts,0.864406779661017,3
app developers prioritize creating apps that load quickly and efficiently,app developers priorj0izq cdeating apps 0hat lozd zuicllu and effjcirkuly,0.821917808219178,3
he returned a tricky drop shot with a wellplaced lob,8e rdturned a tr9cky drop shot wgth a wellplacrd lob,0.9038461538461539,4
ai in telecommunications will have been optimizing network performance and reliability,ai in tzlecommuzicaui0ns willlhave bedn optimizing network pefformabxe and eeliability,0.8837209302325582,3
they reminisced about the long talks they used to have late into the night,thdy reminisced about the l0n0 talks thry used to have latr into the njghf,0.9054054054054054,5
she has been creating and sharing facebook stories,she2has been creatingnand sharing faceb9oksstories,0.92,3
next month i will be exploring the benefits of incorporating more whole grains into my diet,next month 8 will b3 sxploring the benefits mf izclrporating more whole grains into my dist,0.9230769230769231,4
they had organized a fundraiser to support families affected by a recent tragedy,thsy had orgamjzed a eundraiser to s0pport familiescaffected by a r3cent tragedy,0.9125,5
students will have been exploring the depths of the ocean through virtual reality expeditions,studsnts wilm fabe bden exploring9the depths 0f tgr ocsandthr0ugh virfual reality rxpzditi0ns,0.8279569892473119,3
autonomous vehicles will have been navigating roads with enhanced safety and efficiency,autonomous vehixles will havezbden mavigating foads with enhanced safety apd effjxiency,0.9080459770114943,3
by 2036 personalized travel experiences will have been facilitated by seamless information interoperability for twenty years,bt 20345personalized travel expsrdences will mave been facglitatrd by sdamless inf0jmation interoperab9lity for twebty uears,0.8870967741935484,3
security analysts are analyzing phishing emails to enhance email security,sexurity analysts are analyzppa p3ishinf zmails to enhance zmail s3ctritu,0.8493150684931506,3
generative models like variational autoencoders create new data samples from learned representations,ienerative models likw variatiomal autoenc0d3rs xreate1ze3 datd sampl4s erom learped represebtationa,0.85,2
digital content creators will prioritize semantic html for improved accessibility,digital0coptent creat0ea will6priorufize semantic ftml f0f gmproled accessinility,0.8271604938271605,2
builders have embraced the concept of energy modeling for accurate prediction of building performance,builders have embrax3d thr oonc0pt of sbergy modelizg for accgra4r ptediction of bujlding performsnce,0.8613861386138614,4
he borrowed money from a family member to start a business,he borrowed monzu fromia familh member to stajt a businsss,0.896551724137931,3
she was browsing through the shelves of young adult fiction at the bookstore,she was b4owsing through thz shelvds of young adult fiction at thr bo0kstoqz,0.9078947368421053,3
companies will have leveraged amorphous computing for realtime analytics by 2042,companiesqwill have leverafdd amorphous zumputipg for rraltime analyt9cs bu 2042,0.8875,4
they had been gardening in the sundrenched yard tending to the flowers and vegetables,they had bedn gafddning2in the supdrznched yzrd tending to thejfloweraeand vdgstables,0.8588235294117647,3
incident response teams are conducting regular reviews of incident detection and response processes,ikcident4response tdams a3e xonducting regular revisws of inxidzbf detrction and response p3ocssszs,0.8585858585858586,4
we polished the cars headlights for better visibility,we polisied the cars hsadlijh0s for vettzr visibility,0.8867924528301887,3
she had already set up automatic backups before the system failure,she had already sqt up aut0matic baxkups befoge the system failurd,0.9242424242424242,3
the sun had been hanging low in the sky as they watched the sunset from the balcony,tpe sun had ceen hazgung l0w in the skt as they watcied tge stpset from tjz balcoby,0.8433734939759037,5
they used to eat dinner late at night but changed to an earlier schedule,they us3d to eat dizner late at night but changrdeto an earlidryschedule,0.9166666666666666,4
physicians will have been leveraging big data to optimize assisted reproductive technology outcomes,physixianz will have been levsraging0bggzdata to optimsze assistzdxieproduxtivd techn0l0gy outxomes,0.8484848484848485,3
by 2030 the platform will have been scaling seamlessly for years,ny ad302thapplaudorm w8ll have brej scaling seamlessld fow years,0.796875,3
before the fog settled in the sun had been casting its warm glow across the valley,beeore thd fog seutled in the sun hal bssn czsuing pt2 warm slow across tge vallsy,0.8414634146341463,5
we were exploring the world of fantasy through a series of epic novels,we adrr exploring the wnrld of fantasy thr0ugh a sermes of epix novels,0.9,5
researchers are exploring the use of renewable resources in green chemistry,researchejsnarr rxploring th0nuszsof renswable resources in grsznnxhdmisfrh,0.7866666666666666,2
the pyramids limestone casing was stripped away over the centuries,rhe pufamids lime3tone casjpg0eas steipped apay ovdrstha zenturjes,0.7727272727272727,1
many individuals have been fostering a love for reading in younger generations recognizing its lifelong impact on personal growth,man7 individuals have beeb fost0ring a mova for r3ading in tounger generations r3cogniwingxits lifelong imwaxt on psrsonal growth,0.8992248062015504,8
urban agriculture initiatives will help reduce pollution by promoting local food production,urban afruculture jnitiatives will hslp 3educe p0llut9on byfpromoting loxal food prodrotion,0.8791208791208791,3
they were attending a cultural festival immersing themselves in the traditions,they pere at5ending a cul5ural fastival jmmetsjng thdmszlvds ipctur traditions,0.8205128205128205,2
they attended a conference on islamic studies,thzy attended a dowfdrznd0 oz islamic studies,0.7777777777777778,2
telecommunications networks will enable remote infrastructure inspection,teldxomm0nications networkshwil0 enable rsmote infrastructure gpspection,0.8888888888888888,3
next month i will be incorporating more fermented foods into my diet for gut health,next month p will be incorporating more feemrnted eoods into my diet doj gut health,0.927710843373494,3
the platform has been promoting inclusivity and diversity,the plaufosm haw beem promotini inclusivp0y and divefssty,0.8421052631578947,2
