True Sentence,Predicted Sentence,Accuracy,Wrong syllables,LLM Sentence,LLM Accuracy,LLM Wrong syllables
by 2040 elm will have become a mainstream choice for building frontend web applications,by 2040 elm will have become a mainstream choice for building frontend web applications,1.0,0,by 2040 elm will have become a mainstream choice for building frontend web applications,1.0,0
by 2050 artificial intelligence will have been continuously evolving for several decades,by 20503artificial intelligence will have been continuously evolving for several decades,0.9886363636363636,1,by 2050 artificial intelligence will have been continuously evolving for several decades,1.0,0
by 2049 amorphous computing will have facilitated breakthroughs in neurotechnology,by 2049 amorphous computing will have facilitated breakthroughs in neurotechnology,1.0,0,by 2049 amorphous computing will have facilitated breakthroughs in neurotechnology,1.0,0
by 2130 aipowered education systems will have been tailored to each students learning style,by 2130 aipowered education systems will havekbeen tailored to each students learning style,0.989010989010989,1,by 2130 aipowered education systems will have been tailored to each students learning style,1.0,0
researchers will have employed continual learning techniques to adapt biomedical text mining models over time by 2043,researchers willzhave employedscontinusl learning7techniques to adapt biomedical text mining nodelswoverrtige by 2043,0.9316239316239316,2,researchers will have employed continual learning techniques to adapt biomedical text mining models over time by 2043,1.0,0
by 2950 every individual will have equal opportunities in the digital realm,by 2950 every individual will have equal opportunities in the digital realm,1.0,0,by 2950 every individual will have equal opportunities in the digital realm,1.0,0
quantum computing will have decrypted complex codes by 2040,quantum computing will have decrypted complec codes by 2040,0.9830508474576272,1,quantum computing will have decrypted complex codes by 2040,1.0,0
by 2220 floating cities will utilize innovative filtration systems to sustain clean water supplies,by 2220 flosting cities will utilize innovative filtration systems to sustain clean water supplies,0.9897959183673468,1,by 2220 floating cities will utilize innovative filtration systems to sustain clean water supplies,1.0,0
by 2220 ai will have been deeply integrated into the fabric of education,by 2220 ai9will have been deeply integrated into the fabric of education,0.9861111111111112,1,by 2220 ai will have been deeply integrated into the fabric of education,1.0,0
by 2050 3d printing technology will have advanced to the point of printing fully functional human organs,by 2050k3d printingetechnology will have advanced to theypoint of printing fullypfunctional human organs,0.9615384615384616,3,by 2050 3d printing technology will have advanced to the point of printing fully functional human organs,1.0,0
efforts to close the digital gap will have borne fruit by 2060,efforts to close the digital gap will have borne fruit by 2060,1.0,0,efforts to close the digital gap will have borne fruit by 2060,1.0,0
by 2046 smart traffic management systems will have been optimizing urban mobility through interconnected information systems for thirty years,by 2046 smart traffic management systems will have been optimizingmurban mobility7through interconnected information systems for thirty years,0.9858156028368794,1,by 2046 smart traffic management systems will have been optimizing urban mobility through interconnected information systems for thirty years,1.0,0
access to digital resources will have become a cornerstone of development by 2760,access to digital resources will have become0a cornerstone of developmentqbyw2760,0.9629629629629628,2,access to digital resources will have become a cornerstone of development by 2760,1.0,0
engineers will have integrated amorphous computing into urban planning systems by 2046,engineers will hsve integratedaamorphous computingtinto urban plsnning systems by 2046,0.9534883720930232,2,engineers will have integrated amorphous computing into urban planning systems by 2046,1.0,0
by 2045 knowledge distillation techniques will have compressed complex models for efficient biomedical text mining,by 2045 knowledge distillation techniques will have compressed complex models forpefficient biomedical text mining,0.9912280701754386,1,by 2045 knowledge distillation techniques will have compressed complex models for efficient biomedical text mining,1.0,0
biomedical text mining will have played a crucial role in personalized medicine by 2030,biomedical text mihing will7have played s crucial role in personalized0medicine by 2030,0.9540229885057472,3,biomedical text mining will have played a crucial role in personalized medicine by 2030,1.0,0
by 2100 humans will have mitigated some of the negative impacts of evolutionary mismatches,by 2100 humans will have mitigated some of the negative impacts of evolutionary mismatches,1.0,0,by 2100 humans will have mitigated some of the negative impacts of evolutionary mismatches,1.0,0
by 2130 deep learning will have been enhancing global communication networks,by 2130 deep learnihg will have been enhancing global communication networks,0.986842105263158,1,by 2130 deep learning will have been enhancing global communication networks,1.0,0
by 2500 centralized ict policies will have been addressing ethical concerns in artificial intelligence,by 2500tcentralized ict policies will have been addressing ethical7concerns in artificial intelligence,0.9803921568627452,2,by 2500 centralized ict policies will have been addressing ethical concerns in artificial intelligence,1.0,0
investments in digital infrastructure will have created a level playing field by 2420,investments in digitalfinfrastructure will have created a level playing field by 2420,0.9882352941176472,1,investments in digital infrastructure will have created a level playing field by 2420,1.0,0
biomedical text mining will have played a vital role in unraveling complex gene regulatory networks by 2040,biomedical text mining will1have played2a vital1role in unraveling complex gene regulatory networks by 2040,0.97196261682243,1,biomedical text mining will have played a vital role in unraveling complex gene regulatory networks by 2040,1.0,0
by 2290 researchers will have developed methods for reversing climate change,by 2290 researchers will have developed methods for reversing climste change,0.986842105263158,1,by 2290 researchers will have developed methods for reversing climate change,1.0,0
by 2050 amorphous computing will have transformed how we approach environmental conservation,by 2050 amorphous computing will have transformed howdwe approach environmentallconservation,0.9782608695652174,2,by 2050 amorphous computing will have transformed how we approach environmental conservation,1.0,0
by 2040 python will have remained the language of choice for data science and ai,by 2040 python willrhave5remained the language of choicehfor0data science2and ai,0.9375,2,by 2040 python will have remained the language of choice for data science and ai,1.0,0
by 2070 disparities in digital access will have become a thing of the past,by 2070 disparities in digitaldaccessfwill hsve become a thing of the past,0.9594594594594594,1,by 2070 disparities in digital access will have become a thing of the past,1.0,0
biomedical text mining will have accelerated the identification of diagnostic biomarkers by 2041,biomedical text mihing will have accelerated the identification of disgnostic biomarkers by 2041,0.9791666666666666,2,biomedical text mining will have accelerated the identification of diagnostic biomarkers by 2041,1.0,0
by 2040 amorphous computing will have enabled unprecedented levels of data processing,by 2040uamorphous computing willohave enabled unprecedented levels of data processing,0.976470588235294,2,by 2040 amorphous computing will have enabled unprecedented levels of data processing,1.0,0
by 2270 advancements in robotics will have been transforming the way surgeries are performed,by 2270 advancements in robotics will have been transforming the way surgeries are1performed,0.9891304347826086,1,by 2270 advancements in robotics will have been transforming the way surgeries are performed,1.0,0
advanced 3d data visualization techniques will enhance spatial understanding,advanced 3d data visualization techniquesqwill enhance spatial understanding,0.986842105263158,1,advanced 3d data visualization techniques will enhance spatial understanding,1.0,0
by 2050 amorphous computing will have transformed global supply chain logistics,by 2050mamorphous computing willvhave transformed global supply3chainclogistics,0.9493670886075948,3,by 2050 amorphous computing will have transformed global supply chain logistics,1.0,0
researchers will have deployed swarm intelligence methods for collaborative biomedical text mining by 2042,resesrchers will have deployed swarm intelligence methods for collaborative biogedical text mining by 2042,0.981132075471698,2,researchers will have deployed swarm intelligence methods for collaborative biomedical text mining by 2042,1.0,0
by 2035 personalized healthcare plans will have been developed through comprehensive information interoperability for twenty years,by 2035 personalized healthcare plans will havezbeen developed through conprehensivelinformation interoperability6for twehty years,0.9615384615384616,2,by 2035 personalized healthcare plans will have been developed through comprehensive information interoperability for twenty years,1.0,0
developers will have created intuitive programming languages for amorphous computing by 2039,developers will have created intuitive programming languages for amorphous computing by 2039,1.0,0,developers will have created intuitive programming languages for amorphous computing by 2039,1.0,0
by 2047 deep reinforcement learning agents will have autonomously navigated biomedical literature for relevant information,by 2047 deep reinforcement learning agents will have sutonomously navigated biomedical literature for relevsnt information,0.9836065573770492,2,by 2047 deep reinforcement learning agents will have autonomously navigated biomedical literature for relevant information,1.0,0
by 2045 predictive analytics will have been optimizing decisionmaking processes through comprehensive information interoperability for thirty years,by 2045 predictive analytics will have been optimizing decisionmaking processes9throughbcomprehensive ihformation interoperability for thirty years,0.979591836734694,1,by 2045 predictive analytics will have been optimizing decisionmaking processes through comprehensive information interoperability for thirty years,1.0,0
by 2290 centralized ict trends will have been shaping the future of work through automation,bym2290 centrslizedyict trends will have been shapingythe future of work through5automation,0.945054945054945,3,by 2290 centralized trends will have been shaping the future of work through automation,0.9775280898876404,1
by 2041 precision agriculture techniques will have been improving crop yields through comprehensive information interoperability for thirty years,by 2041 precision agriculture techniques willohave been improving crop yields through comprehensive information interoperability for thirty years,0.993103448275862,1,by 2041 precision agriculture techniques will have been improving crop yields through comprehensive information interoperability for thirty years,1.0,0
by 2730 technological advancements will have uplifted marginalized communities,byz2730btechnological advancenentsawill have uplifted marginalized communities,0.9487179487179488,1,by 2730 technological advancements will have uplifted marginalized communities,1.0,0
robots will be commonplace household helpers by the year 2050,robots will be commonplace household helpers by the yearo2050,0.9836065573770492,1,robots will be commonplace household helpers by the year 2050,1.0,0
by 2027 schools will have been implementing blended learning models for a significant period,by 2027 schools willqhave been implementing blended learning models for a significant period,0.9891304347826086,1,by 2027 schools will have been implementing blended learning models for a significant period,1.0,0
by 2036 immersive entertainment experiences will have been enhanced by personalized information interoperability for twenty years,by 2036 immersive entertainment experiences will have been enhanced by personslized information interoperability for twenty years,0.992248062015504,1,by 2036 immersive entertainment experiences will have been enhanced by personalized information interoperability for twenty years,1.0,0
by 2150 assisted reproductive technology will have been a fundamental aspect of human evolution for centuries,by 2150 assisted reproductive technology will have been a fundamental aspect of human evolution for centuries,1.0,0,by 2150 assisted reproductive technology will have been a fundamental aspect of human evolution for centuries,1.0,0
by 2047 smart cities will have been leveraging information interoperability for over thirty years,by 2047 smsrt cities will0have beencleveraging information interoperability for over thirty years,0.9690721649484536,2,by 2047 smart cities will have been leveraging information interoperability for over thirty years,1.0,0
by 2040 erlang will have remained a preferred language for building highly concurrent systems,by 2040 erlang will have remained a preferred language for building highlysconcurrent systems,0.989247311827957,1,by 2040 erlang will have remained a preferred language for building highly concurrent systems,1.0,0
by 2050 deep learning will have been surpassing humanlevel performance in many domains,bye2050 deep lesrning will havegbeen surpassing humanlevel performance in many domains,0.9651162790697676,3,by 2050 deep learning will have been surpassing humanlevel performance in many domains,1.0,0
chinese companies have been investing in the development of 6g technology aiming for the next generation of communication,chinese companies havembeen investing in the development of 6g technology aiming for thecnext generation of communication,0.9834710743801652,2,chinese companies have been investing in the development of 6g technology aiming for the next generation of communication,1.0,0
by 2110 robots will have been seamlessly integrated into every aspect of surgical care,by 2110 robots willwhave beennseamlessly integrated into every aspect of surgical care,0.9767441860465116,1,by 2110 robots will have been seamlessly integrated into every aspect of surgical care,1.0,0
by 2045 personalized travel itineraries will have been facilitated by comprehensive information interoperability for thirty years,by 2045 personslized travel itineraries will hsve been facilitated by comprehensive information interoperability for thirty years,0.9844961240310076,2,by 2045 personalized travel itineraries will have been facilitated by comprehensive information interoperability for thirty years,1.0,0
innovators will have harnessed amorphous computing for precision agriculture by 2048,innovators will hsve harnessed smorphous computing for precision7agriculture by 2048,0.9642857142857144,3,innovators will have harnessed amorphous computing for precision agriculture by 2048,1.0,0
by 2550 technological advancements will have benefited all segments of society,byr2550 technologicsl advancements will have benefited all segments of society,0.9743589743589745,1,by 2550 technological advancements will have benefited all segments of society,1.0,0
biomedical text mining will have supported the identification of novel therapeutic targets by 2047,biomedical text mining willuhaveksupported the identificstion of novel therapeutic targets1by 2047,0.9591836734693876,3,biomedical text mining will have supported the identification of novel therapeutic targets by 2047,1.0,0
by 2047 ensemble learning ensembles will have improved the robustness of biomedical text mining systems,by 20476ensegble learningoensembles will2hsve improved the robustness of biomedical text mining systems,0.9514563106796116,1,by 2047 ensemble learning ensembles will have improved the robustness of biomedical text mining systems,1.0,0
by 2040 swift will have continued to evolve making ios development even more efficient,bye2040 swift will have continued to evolve msking ios development3even more efficient,0.9651162790697676,3,by 2040 swift will have continued to evolve making ios development even more efficient,1.0,0
by 2030 the government will have been improving public services for over a decade,by 2030 the government will8have beenjimproving public services for overha decade,0.9629629629629628,2,by 2030 the government will have been improving public services for over a decade,1.0,0
by 2031 financial institutions will have been implementing information interoperability standards for over a decade,by 2031 financial institutions willbhave been implenenting information interoperability standards for overla decade,0.9739130434782608,3,by 2031 financial institutions will have been implementing information interoperability standards for over a decade,1.0,0
by 2790 every corner of the globe will have access to digital services,by 2790 every corner of the globe will have access to digital services,1.0,0,by 2790 every corner of the globe will have access to digital services,1.0,0
by 2310 the local government will have been supporting community development for generations,by 2310 the local government will have been supporting community development for generations,1.0,0,by 2310 the local government will have been supporting community development for generations,1.0,0
companies will have utilized amorphous computing for predictive maintenance in space exploration by 2049,companies will have utilized amorphous computing for predictive maintenance in space exploratioh by 2049,0.9903846153846154,1,companies will have utilized amorphous computing for predictive maintenance in space exploration by 2049,1.0,0
educational institutions will have played a crucial role in narrowing the digital divide by 2110,educational institutions will have played a crucial role in narrowing the digital divide by 2110,1.0,0,educational institutions will have played a crucial role in narrowing the digital divide by 2110,1.0,0
by 2030 ruby on rails will have continued to be popular for rapid web development,by 2030 ruby on rsils will have continued to be popular for rapid web development,0.9876543209876544,1,by 2030 ruby on rails will have continued to be popular for rapid web development,1.0,0
by 2110 innovative biofiltration techniques will be widely adopted to purify contaminated water,by 2110 innovative biofiltration techniques will be widely adopted8to purify cohtaminated water,0.9789473684210528,2,by 2110 innovative biofiltration techniques will be widely adopted to purify contaminated water,1.0,0
the digital divide will have been conquered marking a new era of digital equity by 3020,the digital divide will have been cohquered marking s new era of digital equity by 3020,0.9770114942528736,2,the digital divide will have been conquered marking a new era of digital equity by 3020,1.0,0
by 2350 surgeons will have been embracing robotics as essential tools in their arsenal,by 23504surgeons will have been embracing robotics as essential tools in their srsenal,0.9767441860465116,2,by 2350 surgeons will have been embracing robotics as essential tools in their arsenal,1.0,0
by 2460 governments will have been addressing urbanization challenges for a long time,by82460 governments will have been addressingeurbahization challenges for a long time,0.9647058823529412,2,by 2460 governments will have been addressing urbanization challenges for a long time,1.0,0
by 2260 researchers will have developed advanced techniques for space exploration,by 2260 researchers will have developed advanced techniques for space explorarion,0.9876543209876544,1,by 2260 researchers will have developed advanced techniques for space exploration,1.0,0
governments will have prioritized digital infrastructure development by 2940,governgents will have prioritized digital infrastructure development by 2940,0.986842105263158,1,governments will have prioritized digital infrastructure development by 2940,1.0,0
humans will have documented the evolution of social structures in nonhuman primates by 2100,humans will have documented the evolution of socialfstructuresain nonhumah primates by 2100,0.967032967032967,1,humans will have documented the evolution of social structures in nonhuman primates by 2100,1.0,0
scientists will have curated comprehensive knowledge graphs from biomedical literature by 2037,scientists will hsve curated comprehensive knowledge graphs fromkbiomedical literature by 2037,0.9787234042553192,2,scientists will have curated comprehensive knowledge graphs from biomedical literature by 2037,1.0,0
companies will have implemented amorphous computing for disaster recovery systems by 2045,companies will have implemented amorphousgcomputing for disaster recovery systems byb2045,0.9775280898876404,2,companies will have implemented amorphous computing for disaster recovery systems by 2045,1.0,0
by 2250 the government will have been implementing comprehensive healthcare for decades,byf2250 the6governmentcwill have been implementing comprehensive healthcare for4decades,0.9540229885057472,2,by 2250 the government will have been implementing comprehensive healthcare for decades,1.0,0
engineers will have integrated amorphous computing into infrastructure inspection drones by 2049,ehgineersdwill have integrated amorphous conputing into infrastructure inspection drones by 2049,0.96875,2,engineers will have integrated amorphous computing into infrastructure inspection drones by 2049,1.0,0
by 2036 personalized mental health support will have been facilitated by seamless information interoperability for twenty years,by 2036 personalized mental health support will have been facilitsted by seamless information interoperability for twenty years,0.9921259842519684,1,by 2036 personalized mental health support will have been facilitated by seamless information interoperability for twenty years,1.0,0
by 2037 global trade will have been facilitated by seamless information interoperability for twenty years,by 2037 global trade will hsve been facilitated by5seamless information interoperability for twenty yesrs,0.9714285714285714,3,by 2037 global trade will have been facilitated by seamless information interoperability for twenty years,1.0,0
users have been exploring youtubes virtual reality and 360degree videos,users havepbeen exploring youtubes virtual reslity and 360degree videos,0.971830985915493,2,users have been exploring youtubes virtual reality and 360degree videos,1.0,0
by 2040 the platform will have been setting industry standards for years,by 2040 the platform will have been setting industry standsrds for years,0.9861111111111112,1,by 2040 the platform will have been setting industry standards for years,1.0,0
by 2060 assisted reproductive technology will have been mainstreamed as a standard fertility treatment for several decades,by 2060 assisted reproductive technology will hsve been mainstreamed as a standard fertility treatment for several decades,0.9918032786885246,1,by 2060 assisted reproductive technology will have been mainstreamed as a standard fertility treatment for several decades,1.0,0
by 2030 researchers will have successfully mined vast amounts of biomedical data for novel insights,by 2030 researchers will have successfullyumined vast amouhts of biomedical data for novel insights,0.9797979797979798,2,by 2030 researchers will have successfully mined vast amounts of biomedical data for novel insights,1.0,0
by 2048 entertainment platforms will have been providing tailored experiences through information interoperability for thirty years,by 2048 entertainment platforms will hsve been providing tailored experiences through information interoperability for thirty yesrs,0.9847328244274808,2,by 2048 entertainment platforms will have been providing tailored experiences through information interoperability for thirty years,1.0,0
by 2280 biomimicry will inspire innovative solutions for filtering pollutants from water,by92280kbiomimicry willpinspire innovative solutions for filtering pollutshts from water,0.9431818181818182,2,by 2280 biomimicry will inspire innovative solutions for filtering pollutants from water,1.0,0
investments in digital education will have yielded inclusive societies by 2540,investments in digital educationfwill hsve yielded inclusive societies3by 2540,0.9615384615384616,2,investments in digital education will have yielded inclusive societies by 2540,1.0,0
by 2033 multimodal fusion techniques will have combined textual and imagebased biomedical data for analysis,by 2033 multimodal fusion0techniques will have combined textualzand imagebased biomedical data for analysis,0.9813084112149532,2,by 2033 multimodal fusion techniques will have combined textual and imagebased biomedical data for analysis,1.0,0
quantum encryption will have made data breaches virtually impossible by 2035,quantum encryption will have made data breaches virtually impossible by 2035,1.0,0,quantum encryption will have made data breaches virtually impossible by 2035,1.0,0
researchers will have developed personalized medicine approaches based on insights from biomedical text mining by 2047,researchers will have developed personalized gedicine approaches based on insights from biomedical text mining by 2047,0.9915254237288136,1,researchers will have developed personalized medicine approaches based on insights from biomedical text mining by 2047,1.0,0
ill drive you to your lesson at 4 pm,ill drive you to yourdlessoh at 4 pg,0.9166666666666666,2,ill drive you to your lesson at 4 pm,1.0,0
by 2042 sustainable urban planning will have been facilitated by datadriven information interoperability for thirty years,by 2042 sustainable urban plahningywill have been facilitated by datadrivenjinformation interoperability for thirty years,0.975206611570248,2,by 2042 sustainable urban planning will have been facilitated by datadriven information interoperability for thirty years,1.0,0
companies will have utilized amorphous computing for predictive maintenance in rail transport by 2049,companies will have utilized amorphous computing for predictive maintenance3inwrail transportjby 2049,0.9702970297029704,1,companies will have utilized amorphous computing for predictive maintenance in rail transport by 2049,1.0,0
by 2330 surgeons will have been pushing the boundaries of what is achievable with robotic assistance,by 2330 surgeons will have3been pushing the boundariespof what is achievable with robotic assistance,0.98,2,by 2330 surgeons will have been pushing the boundaries of what is achievable with robotic assistance,1.0,0
by 2050 amorphous computing will have become essential for sustainable urban development,by 2050 amorphous computing will have become essential for sustainable urban development,1.0,0,by 2050 amorphous computing will have become essential for sustainable urban development,1.0,0
nanotechnologybased pollution filters will have restored ecosystems by 2040,nanotechnologybased pollution filters will have restored ecosystems by 2040,1.0,0,nanotechnologybased pollution filters will have restored ecosystems by 2040,1.0,0
by 2140 international cooperation will be essential for addressing transboundary water pollution,by 2140 international cooperation will6be essential for addressing3transboundary waternpollution,0.96875,2,by 2140 international cooperation will be essential for addressing transboundary water pollution,1.0,0
by next week i will be incorporating more omega3 fatty acids into my diet,by next week i will be incorporating more omega3 fatty acids into myndiet,0.9863013698630136,1,by next week i will be incorporating more omega3 fatty acids into my diet,1.0,0
physicians will have been exploring the potential of 3d bioprinting in assisted reproductive technology,physicians will1have been exploring the potential ofn3d bioprinting in assisted reproductive technology,0.9805825242718448,2,physicians will have been exploring the potential of 3d bioprinting in assisted reproductive technology,1.0,0
by 2480 governments globally will have been promoting renewable resources for centuries,by 2480 governmentsvglobally will have been promoting renewable resources for centuries,0.9885057471264368,1,by 2480 governments globally will have been promoting renewable resources for centuries,1.0,0
innovators will have pioneered amorphous computing for smart waste management by 2048,ihnovators will have pioneeredlamorphous computing for smart waste management by 2048,0.976470588235294,2,innovators will have pioneered amorphous computing for smart waste management by 2048,1.0,0
innovators will have pioneered amorphous computing for personalized financial planning by 2048,innovators will have pioneered amorphous computing for personalized financial planning by 2048,1.0,0,innovators will have pioneered amorphous computing for personalized financial planning by 2048,1.0,0
personalized virtual reality therapy will have revolutionized mental health treatment by 2035,personalized virtual reslity therapy will have revolutionized mental health treatment byl2035,0.978494623655914,2,personalized virtual reality therapy will have revolutionized mental health treatment by 2035,1.0,0
by 2060 robotassisted surgery will have been transforming healthcare on a global scale,by 2060 robotassisted surgery will hsve been transforming healthcare on a globalascsle,0.9651162790697676,2,by 2060 robotassisted surgery will have been transforming healthcare on a global scale,1.0,0
by 2044 selfsupervised learning approaches will have reduced the need for annotated data in biomedical text mining,by 2044 selfsupervised learning spproaches will have reduced the need for annotated data in bionedical text mining,0.9824561403508772,2,by 2044 selfsupervised learning approaches will have reduced the need for annotated data in biomedical text mining,1.0,0
by 2100 humans will have implemented policies to mitigate the negative impacts of evolutionary mismatches,by 21007humans will havejimplemented policies to mitigate the negative impacts of evolutionary mismatches,0.9809523809523808,2,by 2100 humans will have implemented policies to mitigate the negative impacts of evolutionary mismatches,1.0,0
researchers will have deployed amorphous computing for personalized healthcare by 2048,researchers will have deployed amorphous computing for personalized3healthcare by 2048,0.9883720930232558,1,researchers will have deployed amorphous computing for personalized healthcare by 2048,1.0,0
by 2060 scientists will have engineered climateresilient crops,by 2060 scientists will have engineered climateresilient crops,1.0,0,by 2060 scientists will have engineered climateresilient crops,1.0,0
biomedical text mining will have accelerated the identification of drug targets by 2045,biomedical text9mining will have accelerated the identification of drug targets by 2045,0.9885057471264368,1,biomedical text mining will have accelerated the identification of drug targets by 2045,1.0,0
engineers will have optimized amorphous computing for realtime traffic management by 2049,engineers will have optimizedzamorphous computing for realtime traffic management by 2049,0.9887640449438202,1,engineers will have optimized amorphous computing for realtime traffic management by 2049,1.0,0
clojure will have seen increased usage in concurrent and distributed systems by 2030,clojure will have seen increasedvussge in concurrent and distributed systems by 2030,0.9761904761904762,1,clojure will have seen increased usage in concurrent and distributed systems by 2030,1.0,0
aidriven innovations in 3d printing will have been revolutionizing manufacturing processes,aidriven3innovations in 3d printing willdhave been revolutionizing mahufacturing processes,0.9666666666666668,3,aidriven innovations in 3d printing will have been revolutionizing manufacturing processes,1.0,0
by 2390 centralized ict regulations will have been ensuring fair treatment in online marketplaces,by 2390 centralized ict regulations will hsve been ensuring fair treatment in online marketplaces,0.9896907216494846,1,by 2390 centralized ict regulations will have been ensuring fair treatment in online marketplaces,1.0,0
perl will have experienced a resurgence with its modernized syntax and features by 2040,perl will hsvemexperienced a resurgence with its8modernized syntax and features by 2040,0.9655172413793104,2,perl will have experienced a resurgence with its modernized syntax and features by 2040,1.0,0
governments will have prioritized digital inclusion by 2210 resulting in the elimination of the digital divide,governments will have prioritized digital inclusion by 22105resulting in the elimination of the digital divide,0.990909090909091,1,governments will have prioritized digital inclusion by 2210 resulting in the elimination of the digital divide,1.0,0
by 2240 centralized ict innovations will have been enhancing transportation systems efficiency,by 22403centralized ict innovations will have been enhancing transportation systems efficiency,0.9893617021276596,1,by 2240 centralized ict innovations will have been enhancing transportation systems efficiency,1.0,0
by 2410 the government will have been addressing digital divide for decades,by 2410 theegovernment will have been addressing digital9divide for decades,0.9733333333333334,2,by 2410 the government will have been addressing digital divide for decades,1.0,0
by 2100 humans will have monitored evolutionary changes in response to environmental policies,by 2100 humans willghaveqmonitored evolutionary changes in response tojenvironmental policies,0.967741935483871,2,by 2100 humans will have monitored evolutionary changes in response to environmental policies,1.0,0
mason is assembling a challenging 3d puzzle,mason isdassemblingqa challenging 3d2puzzle,0.9302325581395348,2,mason is assembling a challenging 3d puzzle,1.0,0
by 2050 space elevators will have made space travel costeffective and accessible,by 2050 space elevators will have made space travel costeffective ahd accessible,0.9875,1,by 2050 space elevators will have made space travel costeffective and accessible,1.0,0
by 2320 centralized ict initiatives will have been promoting global cooperation in addressing humanitarian crises,by 2320 centralized ict initiatives will have been promoting global cooperation in addressing humsnitarian crises,0.991150442477876,1,by 2320 centralized ict initiatives will have been promoting global cooperation in addressing humanitarian crises,1.0,0
initiatives aimed at digital inclusion will have succeeded by 2610,initiatives aimed at digital inclusion will have succeeded byh2610,0.9848484848484848,1,initiatives aimed at digital inclusion will have succeeded by 2610,1.0,0
by 2050 global initiatives will still be struggling to address the root causes of water pollution,by 20501global initistives will still be struggling to sddress the root causes of9water6pollution,0.9484536082474226,3,by 2050 global initiatives will still be struggling to address the root causes of water pollution,1.0,0
by 2200 humans will have developed strategies for managing evolutionary conflicts between species,by 2200 humans will havecdeveloped strategies for managing evolutionary conflicts between species,0.9896907216494846,1,by 2200 humans will have developed strategies for managing evolutionary conflicts between species,1.0,0
by 2910 technology will have become a driver of social cohesion,by 2910 technology will have become a driver of socisl cohesion,0.984126984126984,1,by 2910 technology will have become a driver of social cohesion,1.0,0
by 2250 pollutionmonitoring drones will patrol waterways detecting and addressing contamination,by 2250 pollutionnonitoring drones will patrol waterways detecting and addressing contamihation,0.9789473684210528,2,by 2250 pollution monitoring drones will patrol waterways detecting and addressing contamination,0.9947643979057592,1
by 2430 researchers will have developed methods for manipulating gravity,by 2430 researchers will have9developed methods for manipulating gravity,0.9861111111111112,1,by 2430 researchers will have developed methods for manipulating gravity,1.0,0
by 2050 scientists will have developed advanced technologies to manipulate evolutionary trajectories,by 2050 scientists will have developed advanced technologies to manipulate0evolutionary trajectories,0.99,1,by 2050 scientists will have developed advanced technologies to manipulate evolutionary trajectories,1.0,0
julia will have emerged as a dominant force in scientific computing by 2040,julia will have emerged as a dominant force in scientific computing by 2040,1.0,0,julia will have emerged as a dominant force in scientific computing by 2040,1.0,0
by 2044 predictive maintenance will have been optimizing industrial operations through datadriven information interoperability for thirty years,by 2044 predictive gaintenance will have been optimizing5industrial operations through datsdriven informationyinteroperability forlthirty years,0.965034965034965,3,by 2044 predictive maintenance will have been optimizing industrial operations through datadriven information interoperability for thirty years,1.0,0
by 2030 dart will have gained significant traction in crossplatform mobile development,by 2030 dartjwill havemgainedxsignificant traction in crossplatform mobile5development,0.9534883720930232,2,by 2030 dart will have gained significant traction in crossplatform mobile development,1.0,0
