True Sentence,Predicted Sentence,Accuracy,Wrong syllables,LLM Sentence,LLM Accuracy,LLM Wrong syllables
by 2220 ai will have been deeply integrated into the fabric of education,by 32e0 ai will have beeb deeply ibteg4atee ibto the 5ab48x of education,0.8472222222222222,4,by 3280 ai will have been deeply integrated into the fabric of education,0.9722222222222222,1
by 2050 3d printing technology will have advanced to the point of printing fully functional human organs,by e050 3d pr8ntibg techmology sill have axvabxed to the ppibt of pfibtimt 5u00y fubctiobal h8nabaofgabs,0.7596153846153846,5,by 2050 3d printing technology will have advanced to the point of printing fully functional human organs,1.0,0
efforts to close the digital gap will have borne fruit by 2060,ef5ofts2to x0ose the digital gap wil0 have borme fe8it by 3060,0.8387096774193549,4,efforts to close the digital gap will have borne fruit by 3060,0.9838709677419355,1
by 2046 smart traffic management systems will have been optimizing urban mobility through interconnected information systems for thirty years,by 20560smafttteaf5ic mabagenentbaystemsewill4haae beeb optimizibg u5bab mobility th5o8gh5inteecobbexted infprmatiob syatems25o5 thi5ty 6eafs,0.7659574468085106,2,by 2050 smart traffic management systems will have been optimizing urban mobility through interconnected information systems for thirty years,0.9858156028368794,1
access to digital resources will have become a cornerstone of development by 2760,axxesstto e8gital fesou5cea si0l havegbecome a8coebe5stobe of developnent by d760,0.7777777777777778,3,access to digital resources will have become a cornerstone of development by 2760,1.0,0
engineers will have integrated amorphous computing into urban planning systems by 2046,ebtibeeea will have integfated amo4phous xomputing into 85baboplabbibg syatems by e057,0.7790697674418605,4,between will have integrated amorphous computing into nanoplanning systems by 2057,0.8690476190476191,3
by 2045 knowledge distillation techniques will have compressed complex models for efficient biomedical text mining,byz2045 kbowledge eistillatipb techbiques will have compfesaex xomplec mpdela 5o5iefficiebt bionedi9al tect minibg,0.8157894736842105,2,by 2045 knowledge distillation techniques will have compressed complex models for efficient biomedical text mining,1.0,0
biomedical text mining will have played a crucial role in personalized medicine by 2030,bipmedixal tect ninibg will have played a xfucial roleain pefsobalized medicibe b6 d030,0.8505747126436781,2,biomedical tech mining will have played a crucial role in personalized medicine by 2030,0.9770114942528736,1
by 2100 humans will have mitigated some of the negative impacts of evolutionary mismatches,by 2100ohumaba will have mititated some of the megatiae impa9ts of evol8tiomary nismatxhes,0.8777777777777778,4,by 2100 humanity will have mitigated some of the negative impacts of evolutionary mismatches,0.978021978021978,1
by 2130 deep learning will have been enhancing global communication networks,by el30jdeep learbibg w8ll have beeb enhamxing global comnubixat8ob netwofka,0.7894736842105263,3,by 2130 deep learning will have been enhancing global communication networks,1.0,0
by 2500 centralized ict policies will have been addressing ethical concerns in artificial intelligence,by e500 centraliaed i9t pp08cies2will have beenpaedresaibg ethixalccobcerbs ib art8ficial intel0igebxe,0.803921568627451,2,by 2500 centralized it policies will have been addressing ethical concerns in artificial intelligence,0.9950738916256158,1
investments in digital infrastructure will have created a level playing field by 2420,ibaestnebts ib digital ibffastfuctufetwi0lehave 94eated a level playintufielx by 24e0,0.788235294117647,4,investments in digital infrastructure will have created a level playing field by 2480,0.9882352941176471,1
biomedical text mining will have played a vital role in unraveling complex gene regulatory networks by 2040,biomedical text n8ming w80l have played a vital fple ib unrave08bg 9omplex tene eeg8latofy betworks by e040,0.8411214953271028,3,biomedical text mining will have played a vital role in unraveling complex gene regulatory networks by 2040,1.0,0
by 2290 researchers will have developed methods for reversing climate change,by 3d80 5eseaexhe4s will haae developed methods fofxeevefsibg xlimate chamge,0.8026315789473685,3,by 3180 researchers will have developed methods for reversing climate change,0.9605263157894737,1
by 2050 amorphous computing will have transformed how we approach environmental conservation,by d050 amprphoua computibgwwill haae t5abs5ofmed how weeapproach ebai5obmebtal 9obsefvation,0.7934782608695652,2,by 2050 amorphous computing will have transformed how we approach environmental observation,0.9836065573770492,1
by 2040 python will have remained the language of choice for data science and ai,by e030 python will have remaimedjthe language o5 choixe 5or data science abx ai,0.8875,4,by 2030 python will have remained the language of choice for data science and ai,0.9875,1
by 2070 disparities in digital access will have become a thing of the past,by 2070 dispaeities ib digital access will haae becpme a thimg pf the past,0.918918918918919,3,by 2070 disparities in digital access will have become a thing of the past,1.0,0
biomedical text mining will have accelerated the identification of diagnostic biomarkers by 2041,bioaeeixal text mibingxwill have acceleeatee the ixenti5icatiob of diagbostic bionarke4s by e04a,0.84375,6,bioaerial text mining will have accelerated the identification of diagnostic biomarkers by 2044,0.9633507853403142,2
by 2040 amorphous computing will have enabled unprecedented levels of data processing,by 2040 amoephoua computibg wil0 have enabled unp4ecedented levela of data3pfoceasint,0.8823529411764706,3,by 2040 amorphous computing will have enabled unprecedented levels of data processing,1.0,0
by 2270 advancements in robotics will have been transforming the way surgeries are performed,by 3370 advabcements im robotica will haveibeeb trabs5oemibt the way au5ge5ies afe pe5foemed,0.8043478260869565,3,by 3370 advancements in robotics will have been transforming the way surgeries are performed,0.9782608695652174,1
advanced 3d data visualization techniques will enhance spatial understanding,axvab9ext3x xata visualizatiob techmiaues will ebhabxe spatial ubdefstabxibg,0.75,3,advanced data visualization techniques will enhance spatial understanding,0.9798657718120806,1
by 2050 amorphous computing will have transformed global supply chain logistics,byke050 amo5pho8s xomputimg wi0l havest5abs5ofmed global supply chain log8stica,0.8227848101265823,2,by 2050 amorphous computing will have transformed global supply chain logistics,1.0,0
researchers will have deployed swarm intelligence methods for collaborative biomedical text mining by 2042,fesea59hefsswi0l have deployed swa5m imtelligenxe nethods 5o5 xollaboeative bioneeical text4mibibgxby 404e,0.7924528301886793,2,researchers will have deployed swarm intelligence methods for collaborative biomedical textmining by 2049,0.985781990521327,2
by 2035 personalized healthcare plans will have been developed through comprehensive information interoperability for twenty years,by e035 pe4sobaliced health9aee plabs wi0l have been deve0oped theough xomp4ehensive1im5ornationvibte5ppe5ability fo5 twemty yea4s,0.8153846153846154,2,by 2035 personalized healthcare plans will have been developed through comprehensive information interoperability for twenty years,1.0,0
developers will have created intuitive programming languages for amorphous computing by 2039,develope5s w8ll have c4eated ibtuit8vetprpgeaaming lamguages 5p4 amo4phoua comp8t8bghby d048,0.7608695652173914,2,developers will have created intuitive programming languages for amorphous computing by 2048,0.9782608695652174,1
by 2047 deep reinforcement learning agents will have autonomously navigated biomedical literature for relevant information,by e047 eeep 5eimfo5cemebt 0ea5b8bghagents will have autonomously bavigated biomedixa0 literat8ee 5oe 5elevabt 8n5oematipm,0.7868852459016393,2,by 2047 deep reinforcement learning agents will have autonomously navigated biomedical literature for relevant information,1.0,0
by 2045 predictive analytics will have been optimizing decisionmaking processes through comprehensive information interoperability for thirty years,by e055 pfedictive abalytixs w8ll have beeb optiniaing eecisionmakibg processes th5o8gh coaprehebaiae ibfo5aatiom inte5opefability 5oe thirty yea5s,0.8231292517006803,4,by 2055 predictive analytics will have been optimizing decisionmaking processes through comprehensive information interoperability for thirty years,0.9931972789115646,1
by 2290 centralized ict trends will have been shaping the future of work through automation,by dd90 cent5a0ized ixt t5emda will have been shapibg the f8tu5e of wo4k th4outh automation,0.8461538461538461,4,by 2290 centralized ai teams will have been shaping the future of work through automation,0.9555555555555556,1
by 2041 precision agriculture techniques will have been improving crop yields through comprehensive information interoperability for thirty years,by e041 prexisiom agric8ltu5e techbiques sill have beeb impfovibt xfop 6ielda thro8gh 9ompfehebsive ibfo4mation ibte4ope5ability fo5 thirty yea5s,0.8206896551724138,3,by 2041 precision agriculture techniques will have been improving crop yields through comprehensive information interoperability for thirty years,1.0,0
by 2730 technological advancements will have uplifted marginalized communities,by e740 texhbolptixal adaabcememtsnwill have uplifted maegina0i8ee commubities,0.7948717948717948,2,by 2740 technological advancements will have uplifted marginalized communities,0.9871794871794872,1
robots will be commonplace household helpers by the year 2050,robots wil0 be conmobplace household he0pe5s by the 6eaf s050,0.8688524590163934,4,robots will be commonplace household helpers by the year 2050,1.0,0
by 2027 schools will have been implementing blended learning models for a significant period,by d0e7 s9hools will have beem 8mp0eaebtimg blebeed 0ea5bibg noee0a fo4 a sigbi5icabt pefiod,0.6956521739130435,3,by 2037 schools will have been implementing blended learning models for a significant period,0.9891304347826086,1
by 2036 immersive entertainment experiences will have been enhanced by personalized information interoperability for twenty years,by 3036 immefsive enteftaibmebt ecpefiebces will have beeb ebhabced by peeaobalized ib5o5matiob inte5opefabi0ity 5pf twenty7yeafs,0.8062015503875969,3,by 3036 immersive entertainment experiences will have been enhanced by personalized information interoperability for twenty years,0.9922480620155039,1
by 2150 assisted reproductive technology will have been a fundamental aspect of human evolution for centuries,by6el50 asaiated fep5oductive techbolpty7will have beeb a fubdamemtal aspext of hunan evolutiob 5o5 xentu4ies,0.8073394495412844,4,by 2650 assisted reproductive technology will have been a fundamental aspect of human evolution for centuries,0.9908256880733946,1
by 2047 smart cities will have been leveraging information interoperability for over thirty years,by 4037 smaet cities will have beeb 0eve4agibtnibfo4natiob inte4ope4ability fof ovee thi5ty yeafa,0.8041237113402062,2,by 4037 smart cities will have been leveraging information interoperability for over thirty years,0.979381443298969,1
by 2040 erlang will have remained a preferred language for building highly concurrent systems,by s050 erlabg wil0 have 4enaibed atp5efe5eee 0abguage fo5 buildibg highly conxue4ent systems,0.7956989247311828,3,by 2050 erlang will have enabled a preference language for building highly concurrent systems,0.9247311827956989,3
by 2050 deep learning will have been surpassing humanlevel performance in many domains,by 2050 deep lea4bing will have been surpassibg humablevel peffo5nabce ib nany domaibs,0.872093023255814,2,by 2050 deep learning will have been surpassing humanlevel performance in many domains,1.0,0
chinese companies have been investing in the development of 6g technology aiming for the next generation of communication,9himese xompabiea haae beenx8naeat8mg in the xevelopmebt of 6g techbology a8n8bg 5o5 the bext gemefation0of commubixatiob,0.7768595041322314,4,chinese companies have been investing in the development of 6g technology aiming for the next generation of communication,1.0,0
by 2110 robots will have been seamlessly integrated into every aspect of surgical care,by ds50 fobots willthave been seanleas06 integeated0ibto eve5y aapect of suegical caee,0.813953488372093,3,by 2050 robots will have been seamlessly integrated into every aspect of surgical care,0.9767441860465116,1
by 2045 personalized travel itineraries will have been facilitated by comprehensive information interoperability for thirty years,by 3045 pefspnalized t5ave0 itibeeaeiespwillohaae beeb 5aci0itated by5comprehebsive imfo5natiom ibtefppe5abil8ty 5o4 thirty yeara,0.7829457364341085,2,by 3045 personalized travel itineraries will have been facilitated by comprehensive information interoperability for thirty years,0.9922480620155039,1
innovators will have harnessed amorphous computing for precision agriculture by 2048,innovatp5s will have haeneased amp5phous computibg fo5 pfe9isipn agri9ultu5enby 3048,0.8214285714285714,2,innovators will have harnessed amorphous computing for precision agriculture by 3048,0.9880952380952381,1
by 2550 technological advancements will have benefited all segments of society,by 4550 te9hnologixa0 advabcemebts will have9bemefited al0 segmenta o5 aox8et6,0.8076923076923077,2,by 2550 technological advancements will have benefited all segments of society,1.0,0
biomedical text mining will have supported the identification of novel therapeutic targets by 2047,biomedical tect mibibg w8ll haaebsuppo4tedtthe identificatipb of bovel thefapeutic tafgetsqb6 d037,0.8163265306122449,2,biomedical text mining will have supported the identification of novel therapeutic targets by 2037,0.9897959183673469,1
by 2047 ensemble learning ensembles will have improved the robustness of biomedical text mining systems,by 3047 ebaemble leafbibg ebseab0es will haae impeoved the robustbess of biomedical tect mib8bt aysteaa,0.8058252427184466,4,by 3047 ensemble learning ensembles will have improved the robustness of biomedical tech amidst systems,0.9320388349514563,2
by 2040 swift will have continued to evolve making ios development even more efficient,by 3040 ssi5t will have comtimued tp evp0vetaakibg ios developmebt eveb mp4e ef5iciebt,0.8023255813953488,3,by 3040 ai will have continued to evolve making its development even more efficient,0.9467455621301775,2
by 2030 the government will have been improving public services for over a decade,b6 4030 the goverbment sil0 have beeb improving p8blix aervi9es fo5 over a decade,0.8641975308641975,4,by 4030 the government will have been improving public services for over a decade,0.9876543209876543,1
by 2031 financial institutions will have been implementing information interoperability standards for over a decade,by d035 finabcial institutioba wi0lshave been implemebtibg ibfpematiob ibtefopeeabi0it6 stabxa4ds fof pve5 a decade,0.7913043478260869,2,by 2035 financial institutions will have been implementing information interoperability standards for over a decade,0.991304347826087,1
by 2790 every corner of the globe will have access to digital services,by e780 evefy 9o5mef pf the globe sill have a9xess to eigital se4vixes,0.8,4,by 2780 every corner of the globe will have access to digital services,0.9857142857142858,1
by 2310 the local government will have been supporting community development for generations,by 43s0 the lo9a0 gove5bment will have beeb supppetingncommubitygdevelppaent fofmgebe4ationa,0.7934782608695652,3,by 4350 the local government will have been supporting community development for generations,0.9782608695652174,1
companies will have utilized amorphous computing for predictive maintenance in space exploration by 2049,xompabies w8l0 have 8tilized amp4phous computibg 5or p5edictive aaibtebabce 8m spa9e exploeatiob by s049,0.8076923076923077,3,companies will have utilized amorphous computing for predictive maintenance in space exploration by 2049,1.0,0
educational institutions will have played a crucial role in narrowing the digital divide by 2110,eduxat8obal institut8ons wil0hhave played a ceuxial 5ole 8b bafeosing the digital divide by d5x0,0.8125,3,educational institutions will have played a crucial role in bridging the digital divide by 2050,0.9319371727748691,2
by 2030 ruby on rails will have continued to be popular for rapid web development,by s030 5uby on eails will have contibuex to be populaf fp4 rapid web developaebt,0.8765432098765432,5,by 2030 ruby on rails will have continued to be popular for rapid web development,1.0,0
by 2110 innovative biofiltration techniques will be widely adopted to purify contaminated water,by 2al0 ibbpaative bio58ltratiom te9hbiques will be widely axopted to pufi5y cobtaaibated watee,0.8105263157894737,3,by 2140 innovative biofiltration techniques will be widely adopted to purify contaminated water,0.9894736842105263,1
the digital divide will have been conquered marking a new era of digital equity by 3020,the eigital eiv8xe will have beeb cobque5ee maekibg a5nes efa p5 digital eq8ity by 40e0,0.7931034482758621,4,the digital divide will have been conquered making an age of digital equity by 4080,0.9176470588235294,2
by 2350 surgeons will have been embracing robotics as essential tools in their arsenal,by e350 su5geons will have beemmeabeaxibg 5obotics as essebtial tools 8n thei5 afsebal,0.8372093023255814,4,by 2350 surgeons will have been embracing robotics as essential tools in their arsenal,1.0,0
by 2460 governments will have been addressing urbanization challenges for a long time,b6 e360 gove5bments will haae beeb add4ess8bg 8rbanization challemges fo5 a lobg time,0.8352941176470589,3,by 2360 governments will have been addressing urbanization challenges for a long time,0.9882352941176471,1
by 2260 researchers will have developed advanced techniques for space exploration,by 4s60 fesea5chers will have developee axaabcee techniques fo5 spaxe explofatiob,0.8395061728395061,3,by 2460 researchers will have developed advanced techniques for space exploration,0.9876543209876543,1
governments will have prioritized digital infrastructure development by 2940,gove4mnebtaiwill have pf8p5itized digital im5rastr8ctuee developaent by1s840,0.7763157894736842,3,government will have prioritized digital infrastructure development by 1840,0.9668874172185431,2
humans will have documented the evolution of social structures in nonhuman primates by 2100,humans w8ll have documebtee the evolutiob of aocial st5uctu5es ib bobhumab primates b6 ds00,0.8461538461538461,5,humans will have documented the evolution of social structures in nonhuman primates by 2500,0.989010989010989,1
scientists will have curated comprehensive knowledge graphs from biomedical literature by 2037,aciebt8sts w8ll have cu4atee compeehemsive kbpwledge tfaphan55pm bioaedixalnlitefature by e047,0.7553191489361702,3,scientists will have curated comprehensive knowledge of anthropism biomedical literature by 2047,0.9157894736842105,2
companies will have implemented amorphous computing for disaster recovery systems by 2045,companies will have implemebted amo5pho8s xomputibg fof disastee fecpvefy aystems b6 d045,0.8539325842696629,1,companies will have implemented amorphous computing for disaster recovery systems by 2045,1.0,0
by 2250 the government will have been implementing comprehensive healthcare for decades,by d350 the tpve5bnebt will3haae beeb imp0emebting xomprehebaive healthca4e fof xe9axes,0.7701149425287356,2,by 2350 the government will have been implementing comprehensive healthcare for decades,0.9885057471264368,1
engineers will have integrated amorphous computing into infrastructure inspection drones by 2049,emgimee5s will have integ5ateduamo4phouszcomput8bg ibto ibfeastf8ct8fe inspextipb1d5obes by d048,0.7395833333333334,3,engineers will have integrated amorphous computing into infrastructure inspection drones by 2048,0.9895833333333334,1
by 2036 personalized mental health support will have been facilitated by seamless information interoperability for twenty years,by 4036 pe4aobalized mebtal health suppo5t w8ll have been 5acilitated by5aeamless infoematiob ibterope4ability foe twebty9yea4s,0.8582677165354331,3,by 2036 personalized mental health support will have been facilitated by seamless information interoperability for twenty years,1.0,0
by 2037 global trade will have been facilitated by seamless information interoperability for twenty years,by 3037 g0pba0 t4aee sill have beeb facilitatex by seamlesa infofmatiom ibtefopeeabi0ity 5oe twebty yea5a,0.8,3,by 3037 global trade will have been facilitated by seamless information interoperability for twenty years,0.9904761904761905,1
users have been exploring youtubes virtual reality and 360degree videos,use5sehave been explo5ibg 6outubes vi4tual eeality abd 470det5ee vieepa,0.7887323943661971,2,users have been exploring youtubes virtual reality and 3d television viewing,0.8571428571428571,1
by 2040 the platform will have been setting industry standards for years,by33040 the plat5ofm will6have been aettibg ibduat5y stabeards foe yea5s,0.8055555555555556,3,by 3040 the platform will have been setting industry standards for years,0.9861111111111112,1
by 2060 assisted reproductive technology will have been mainstreamed as a standard fertility treatment for several decades,by s060qassisted fep4oduct8ve texhbolpgy will have beeb maibst5eamex as a atabdafd 5ertil8ty teeataebt 5p5 seaefal xecades,0.7868852459016393,3,by 2060 assisted reproductive technology will have been mainstreamed as a standard fertility treatment for several decades,1.0,0
by 2030 researchers will have successfully mined vast amounts of biomedical data for novel insights,by d030 5eseafche5s1wil0 have0aucxesafully aibed vast aaoubts of b8onedixal xata 5of movel ibsights,0.7777777777777778,3,by 2030 researchers will have successfully aimed vast amounts of biomedical data for novel insights,0.9797979797979798,1
by 2048 entertainment platforms will have been providing tailored experiences through information interoperability for thirty years,by s048 emtertaibmebt plat5o4ma8will have beeb pfovidibg tailo4ed expe5iebces th5oughtimfofmat8ob ibte5opeeabi0ity fof thiety yeafs,0.7938931297709924,2,by 2048 entertainment platforms will have been providing tailored experiences through information interoperability for thirty years,1.0,0
by 2280 biomimicry will inspire innovative solutions for filtering pollutants from water,by d480 b8omimic5y wi00 ibspiee ibbovative aolutiobs fp4 filte5ibg pol0utants 5eom wate5,0.7727272727272727,1,by 2480 biomimicry will inspire innovative solutions for filtering pollutants from water,0.9886363636363636,1
investments in digital education will have yielded inclusive societies by 2540,investmebts ibldig8tal eeucatiom will have yieldex imcluaiae societies by d540,0.8589743589743589,3,investments in digital education will have yielded inclusive societies by 2540,1.0,0
by 2033 multimodal fusion techniques will have combined textual and imagebased biomedical data for analysis,by d033 multimodal fuaiob techb8ques will have xomb8bex textual abepimagebaseejbipmeeixalvdata 5o4 abalysis,0.8037383177570093,4,by 2033 multimodal fusion techniques will have combined textual and imagebased empirical data for analysis,0.9577464788732394,1
quantum encryption will have made data breaches virtually impossible by 2035,quamtua ebcfypt8ob will haae made8data b5eachea vi5t8ally imposs8ble by d035,0.8157894736842105,3,quantum encryption will have made data breaches virtually impossible by 2035,1.0,0
researchers will have developed personalized medicine approaches based on insights from biomedical text mining by 2047,4eseafcheesbwill have develpped pe5aobal8zed meeicibe appfpaches based ob insights 5romkbiomeeical text mibingkby s047,0.8305084745762712,5,researchers will have developed personalized medicine approaches based on insights from biomedical text mining by 2047,1.0,0
ill drive you to your lesson at 4 pm,ill dfive you to ypu5 lessobrat 4 pm,0.8611111111111112,2,ill drive you to your lesson at 4 pm,1.0,0
by 2042 sustainable urban planning will have been facilitated by datadriven information interoperability for thirty years,by s042 sustaibab0e 85bab planbibg will have beeb fa9il8tated by dataxr8ven ib5o5matiob ibteeoperability 5o41thifty yeaes,0.8016528925619835,3,by 2042 sustainable urban planning will have been facilitated by datadriven information interoperability for thirty years,1.0,0
companies will have utilized amorphous computing for predictive maintenance in rail transport by 2049,compabiesmwill have9utilizex amo5phous computibg for p4eeixtive maibtebabxe 8b 5ail teabspoft by s048,0.7920792079207921,3,companies will have utilized amorphous computing for predictive maintenance in rail transport by 2048,0.9900990099009901,1
by 2330 surgeons will have been pushing the boundaries of what is achievable with robotic assistance,by e330 su5gepns will have beemzpush8bg the boubdafies ofswhat ia achievable with eobotix assiatam9e,0.84,4,by 2330 surgeons will have been pushing the boundaries of what is achievable with robotic assistance,1.0,0
by 2050 amorphous computing will have become essential for sustainable urban development,by 2050 amo5php8s computimg sill have be9ome easebtial fo5 auataibablezu4bab deve0opment,0.8181818181818182,2,by 2050 amorphous computing will have become essential for sustainable urban development,1.0,0
nanotechnologybased pollution filters will have restored ecosystems by 2040,babotexhnolpgybasee pollution 5ilters will have festofex ecoayateas0by e040,0.8133333333333334,3,biotechnologybased pollution filters will have restored ecosystems by 2040,0.9664429530201343,1
by 2140 international cooperation will be essential for addressing transboundary water pollution,by 4540 inte5bat8pmal4coppefat8pb sill be essebtial for add4esaibg t4anabpuneafy watef3pollutiom,0.7291666666666666,3,by 2540 international cooperation will be essential for addressing transboundary water pollution,0.9895833333333334,1
by next week i will be incorporating more omega3 fatty acids into my diet,by mect seek i will be ibxo5poeatibg1ao5e omega3 fatty acida 8bto my xiet,0.7945205479452054,4,by next week i will be incorporating more omega3 fatty acids into my diet,1.0,0
physicians will have been exploring the potential of 3d bioprinting in assisted reproductive technology,physixiana will have beeb explo5img the potemt8al o5 3dibiope8btimg im assisted eepeoeu9tive technology,0.8252427184466019,4,physicians will have been exploring the potential of 3d bioprinting in assisted reproductive technology,1.0,0
by 2480 governments globally will have been promoting renewable resources for centuries,by d380 gove4bments globally wil0 have beeb promotibg febesable 5esou5xes 5p5acemtu4ies,0.7816091954022989,3,by 2380 governments globally will have been promoting renewable resources for centuries,0.9885057471264368,1
innovators will have pioneered amorphous computing for smart waste management by 2048,inmpvators will have pipneered anoephoua computibg fof smaft waste manatemebt by 2048,0.8705882352941177,3,innovators will have pioneered amorphous computing for smart waste management by 2048,1.0,0
innovators will have pioneered amorphous computing for personalized financial planning by 2048,imbovatpfs will have piobeeeed amo5phous xonputing fo4 persobaliaex 5ibabcialxplabbibg by e048,0.776595744680851,3,innovators will have pioneered amorphous computing for personalized financial planning by 2048,1.0,0
personalized virtual reality therapy will have revolutionized mental health treatment by 2035,pe4somalized vift8a0 fealit6 theeapy will have fevolutipnized mebtal health t4eatmebt by 3035,0.8494623655913979,4,personalized virtual reality therapy will have revolutionized mental health treatment by 2035,1.0,0
by 2060 robotassisted surgery will have been transforming healthcare on a global scale,b6 d060 robotasaistee suegefydwil0 have been teabs5o5m8ng healthca4e on a glpbalbsxale,0.8023255813953488,3,by 2060 robotassisted surgery will have been transforming healthcare on a global scale,1.0,0
by 2044 selfsupervised learning approaches will have reduced the need for annotated data in biomedical text mining,b6 d044 ael5supeevisex learbimt app4oachea willehaves5ed8cex the beee 5oe abbotated data ib bipmedical tect mibibg,0.7631578947368421,3,by 2044 aisupervised learning approaches will have reduced the need for annotated data in biomedical text mining,0.9734513274336283,1
by 2100 humans will have implemented policies to mitigate the negative impacts of evolutionary mismatches,by 3500 humabs w8l0 have implemebtex1policies5tp1mitigate the megative impa9ts o5 evolutipnaf6 miaaatches,0.819047619047619,3,by 3500 humans will have implemented policies to mitigate the negative impacts of evolutionary mismatches,0.9809523809523809,1
researchers will have deployed amorphous computing for personalized healthcare by 2048,eesea5che4s will haae eeployex amorpho8s computimg fof pe4sobalized healthca4e b6 3038,0.8255813953488372,2,researchers will have employed amorphous computing for personalized healthcare by 2038,0.9767441860465116,2
by 2060 scientists will have engineered climateresilient crops,b6 d060 aciebtists sillvhavebengibee4ed climate5eailient c4ops,0.8064516129032258,1,by 2060 scientists will have engineered climateresilient crops,1.0,0
