True Sentence,Predicted Sentence,Accuracy,Wrong syllables
users have been exploring the groups you may like section for new communities on facebook,usershavjbegnexploringtuegroupsyoumaulikesecfionfornswcommuzitieqonfacrbo0k,0.8876404494382022,10
transfer learning in natural language processing often involves pretrained language models,trsnsferlearningunnzturallanfuagrprocrsskngofteninvolvrapretrainedlanguag3modrls,0.8777777777777778,11
farmers will be adopting sustainable practices to reduce agricultural runoff,farmerswilmbead000inesusmainablepracticestordduzeagriculturalrunoff,0.8947368421052632,8
creators have been responding to audience feedback and suggestions,dreatorshacebeenlespondingtoaudiencwfredbackamdsuggrstiona,0.8787878787878788,8
we repaired a dent in the tailgate,werdpairedadenuinthetaixgate,0.9117647058823529,3
she presented her research findings at academic conferences,shdpresentedherrssearxhfindingsatacademixc0nferezcds,0.8813559322033898,7
clinicians will have been advocating for equitable access to assisted reproductive technology worldwide,clinaciamdeillhavebernadvocatingf0requgtablraccesstoassistedreproductivetdchnologyworldwjde,0.9029126213592233,10
virtual reality has played a role in disaster response training simulating crisis scenarios for better preparedness,vi3tualrdalityhasplayedar0leindissstsrrssp0nseurainingsimuldtingcjisissxenariosforbrtterprzparednrss,0.8782608695652174,14
participatory plant breeding involves farmers in developing crop varieties suited to local conditions,partizipatoryplantbrredinginvollesfarmejsindevelopingcropvarietiessuited4oloxalconditions,0.9405940594059405,6
she has been participating actively in facebook discussions,shehasbzenparticipatingacticzlyinfaczbookdiscussi0ns,0.9152542372881356,5
polymer chemists are developing biocompatible polymers for medical applications,polymerchelistsaredevelopingbi0cimpatiblepoltmersformedicalapplications,0.9493670886075949,4
evolutionary theory will have guided efforts to restore degraded ecosystems,evoluti0na5yths0rywillhaveguidddeffortstorestoredxgradfddco3ystems,0.88,9
live streaming has been gaining popularity on youtube,livdsurdamjnghasbrdngainingpopularityonyoutube,0.8867924528301887,6
he rearended the car in front of him,hzrrarendsdtfezarinfrontofhim,0.8611111111111112,5
they were analyzing the narrative techniques used in a mystery novel,thzywerdanslyzingthrnarrativetechnrquesisedinamystegynivrl,0.8676470588235294,9
by 2040 machine learning techniques will have greatly enhanced biomedical text mining capabilities,by2o40machgneldarnimgtexuniqueswillhavrgreatludnhancedbj0mrdicaltextminingcapabilities,0.8775510204081632,12
powerful currents swirl beneath the surface shaping the vast underwater landscape,powrrfulcurrdnrdswirlbensaththesurfdceshapinr5hsvastundsrsatsrlandscape,0.8518518518518519,12
at this time next year traffic congestion will still be a pressing issue,atthistimenextyeartrafficvongsstionwilmstillbeaprfssingissue,0.9444444444444444,4
vr will have been enhancing the training of first responders,vrwillhabdbeendnnancinguhetrdiningoffifpt4ssponders,0.8333333333333334,10
smart appliances will reorder supplies automatically,smartapplianceswixlre0rdrrsuppljesautomatjcalxy,0.8846153846153846,6
many women have been contributing to the dialogue on intersectional feminism,manyd0menhsv3besncontributinttothedial0gueonintersectionalfemingsm,0.8947368421052632,8
astronomers observed a supernova explosion in a distant galaxy,aatron0merdobservedasupermonaexpl0sioninadistantgalaxy,0.9032258064516129,6
he completed a home renovation project and renovated the kitchen cabinets,hecdmpletrsagomdrenovationjrojectandren0vatedthrkitchencabinets,0.8904109589041096,8
designers have focused on creating green spaces within building developments for enhanced biodiversity,designer2havzfoxusedoncrraugnggredns0acszwithinbuildingdevelopmdztsforenhancedbgodivarsiuy,0.8529411764705882,15
he finished a painting and sold it to a local art gallery,helinishedapaintingandsoldittoalocalartg3llrru,0.9298245614035088,4
satellite internet will provide global coverage,satelliteinternetwgllprovideglobalcoverafe,0.9574468085106383,2
the graphic novel uses stunning artwork to seamlessly blend storytelling and illustration,thrgraphixnocelusesstunningartworktosaamlesslyblrndstorytelljngdcdillusfrati0n,0.8876404494382022,10
vr will have been contributing to the development of virtual economies,vrwillhavsbeenc0ntr7butingrothedevzlnpmentdfcirtualzconomizs,0.8571428571428571,10
people have been investing in home workout equipment adapting to the convenience of home fitness,pfoplehavebeeninvestinginhomeworkoutequipmfntadaptingtothdconbenidnceofh0mefitneas,0.9270833333333334,7
grassroots movements will be instrumental in holding corporations accountable for pollution,jrassrootamovementssillvrinstrumemtalinh0ldingxorj0rati0nsacc0untafleforpollution,0.8571428571428571,13
he had visited the seafood market and bought fresh halibut,hehadvisitedtheszafoodmark3tandbotghffrrshhalibit,0.896551724137931,6
we visited a botanical garden in the city,wefisitedabotazicalgardeninthecjty,0.926829268292683,3
they organized a youth group at the mosque for teenagers,theyorganizsdayouthgroupatthrmosquef0jtezxagdrs,0.875,7
the adoption of https ensures secure communication between users and websites,thead0pt9onofhttpddnsur3ssscurecommumjcationbetweenusersandwebsites,0.8961038961038961,8
incident response teams are developing incident response playbooks,incj0dntrssponseteamsareddlelopingjncidentresponseplaybools,0.8787878787878788,8
he adjusted the suspension for a smoother ride,headjustadthesuspensionforasmoothergide,0.9565217391304348,2
they attended a wine and cheese tasting,theyattrndedawineandcheesetastimg,0.9487179487179487,2
adware is malware that displays unwanted advertisements on a victims computer system generally less harmful but can be annoying and disruptive,adwareismalwardthat0isplaysunwantedadvertisemsmtsonavectimalompute3systemgwnsrallylessharmfulbutcanbeannoytnganddisruptivr,0.9154929577464789,12
individuals have been practicing mindfulness during activities like cycling for mental wellbeing,indioidualshwcebrenpraxticingmimdfulnessduringactivotaeslikecyclingformdntal3ellbeing,0.8958333333333334,10
the students organized a talent show and showcased their skills,thestudrntaorganidzda0alsntshowandshowcasdd5heirskills,0.873015873015873,8
the octagon is a platform for showcasing the international talent pool,theoctagonisaplatformforshowcasingtheintzrnatiozaltalentpool,0.9714285714285714,2
the platform has been suggesting relevant volunteering opportunities on facebook,thrplatfofmhasbeensuggestangrwlecantv0luntezringopportubiujrsonfaxebook,0.85,12
she fixed a dent from a parking lot mishap,shefixedadentfromaparkinglotmushap,0.9761904761904762,1
evolutionary theory will have informed strategies for managing invasive species,rcolutionarythe0ruwilmhaveinformzdstrategiesformanagingincasivespecjrz,0.8734177215189873,10
he upgraded to a highperformance fuel pump,h3upfradrdtoahighpe4f0rmancefuzlpump,0.8571428571428571,6
engineers will be designing fusion reactors for clean energy production,enginewrswillbddeaigningfusi0nreactorsforclean4jsrgypdoduction,0.8873239436619719,8
the artist created a sculpture and displayed it in a public park,theartistcreatddadculptureanddisplayeditinzpublicpark,0.953125,3
artificial intelligence will have achieved superhuman intelligence by 2045,ar4ifioialintelligdncewillhaveazuievedsuperhumanintemligenceby2045,0.918918918918919,6
designers have incorporated daylighting strategies to optimize natural light penetration,designeeshac3jnc0rporateddaylightgnfsurategi3stooptimgzenatyrallgghtpenetratgon,0.8522727272727273,13
many sellers have received multiple offers leading to competitive bidding scenarios,lanydelljrshaverexeivedmultipld0ffersmeadimgtolompr5iticebiddizgscdnarios,0.8313253012048193,14
citizens have been advocating for disarmament to create a more peaceful world,citizenshavebeenadvocatingfordjsarmamrnttocreatramorepeacefulworld,0.961038961038961,3
organic chemists are developing methods for ch activation in synthesis,orqanjcchemistsaredsvelppingmrthodsf0rcuactobationinsgnttedis,0.8285714285714286,12
schools will have been embracing byod bring your own device policies for years,sfhoilswillhavdbeehemb4ac0ngbyodbrpngyourowndevicspoliciwsforyears,0.8846153846153846,9
the analytics tools have been helping creators track their progress,thranalytix3tooldhacrbeenhelpingcjeatorstracktheirprogrrss,0.8805970149253731,8
the students conducted experiments to test scientific hypotheses,thestudenmacondtctedelpsrimextatoteauscientifichypifhzwzs,0.78125,14
they detected the presence of an atmosphere on an exoplanet using spectroscopy,theyde0ectedtheprwssnxeofanatmosphereonandxoplanwtusimgsprdtr0scopu,0.8589743589743589,11
gamers have celebrated the preservation of classic game architecture and design,ramwrshavexeldbra5edthzprrservationofxlassicgamearchitectureanddesifn,0.8860759493670886,9
she smashed the shuttlecock with all her might scoring a point,shesmasbedlhddhuttlrcockwituallhrrmightsxaringapoint,0.8548387096774194,9
the catchy tune is guaranteed to put a smile on your face,uhecatcuytuneisguarsnfeadfoputasmilronyourfacr,0.8596491228070176,8
the achievements of women in stem have led to increased representation in leadership roles,thqachjevementsofwomeninstsmhalelrdt0inxrwasedrepressntationinleadershiprolfs,0.8888888888888888,10
he was flying a kite in the park feeling carefree and happy,hrwasflymngakjreihtheparkfeelingdarefreeandhappy,0.8983050847457628,6
rising sea levels threaten coastal communities and ecosystems,risingdralscelsthr3afwncoastalxommunitirdandaco2ystems,0.8032786885245902,12
ethical hackers are conducting regular security audits of databases,rthicalhadkzrdsr3conductingregulardrxuriuuauditsofdatabasss,0.8208955223880597,12
workers carved intricate designs into the pyramids walls,wirkedscarvedintrgca5ddesignsintgthepyramidswalls,0.8928571428571429,6
they executed setpieces effectively,theyexexutedsetpiecrsrffectivrly,0.8857142857142857,4
by 2040 amorphous computing will have enabled unprecedented levels of data processing,by2040amorphouscomputingwillhafeenanl3dunprecedebtedlevemw0fdatapr0cessing,0.9058823529411765,8
the incorporation of climatesmart livestock management practices improves productivity,theinxorporati0nofdlima6esmartmivedtocklanagementpracticesimpr0vesproductivity,0.9069767441860465,8
ephesus is an ancient greek city in turkey home to wellpreserved ruins,epgesusisanazcidntgredkxityinturkryhometowzllprds3rbedruins,0.8571428571428571,10
she tried a lowcarb diet to manage her insulin resistance,shetriedamowcarbdiettomznageherinsulinresistancs,0.9473684210526315,3
population growth rates are projected to vary significantly across different regions of the world in the future,populatjongrowthratesareprojectedtovarysignjficantlyacrossdiffelenttegponsofthewofldinthd3uture,0.9279279279279279,8
theoretical physicists will be exploring the concept of holographic universes,fheoreticalphysicistswillbezxplo5ingthdconceptofhologrwphicubiverses,0.922077922077922,6
the company has been improving its interface on facebook recently,thscpmpanghasbrenimprovingitsjnterfaceonfax3b0okrecantly,0.8615384615384616,9
the cars radio antenna got bent,thexarsrsduoantennagotbent,0.9032258064516129,3
game developers have prioritized accessibility features,gamedevrlopersgavrprioritizedacc3ssibilityfzaturrs,0.8909090909090909,6
online forms will be designed with accessibility in mind including proper labeling and error handling,onl8mrformswjllnedesignddsithsccessibimityinmgndincludingproprrlabzlinganderrorhandling,0.8811881188118812,12
by the time the night ended the moon had dipped below the horizon,bythwtimeuhsnirhtendeduhsmoonhaddippedbdlowthehorizon,0.8923076923076924,7
biometric authentication will eliminate the need for passwords,ni0mstrgcauthenticationwilldliminatetueneedforpasswords,0.9032258064516129,6
women have been striving for equal opportunities in professional sports,womrzhavebeenstfibingfordqual0pportunitidsinprofdswionalaports,0.8591549295774648,10
the midfielder played a perfectly weighted through ball,themidfirldrrslayedaperdectlyweighteduhroughball,0.9090909090909091,5
